module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M1,,,Work out (7 ) −(2 ),5,50,55,,B,EASY,,,,NEEDS_ANSWER,From Module 1 Answers.txt Test 3 Q5,1,AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf,"{""raw"": ""19. Work out (7 ) −(2 )\n2 2\nA. 5\nB. 50\nC. 55"", ""question"": ""Work out (7 ) −(2 )"", ""options"": [""5"", ""50"", ""55""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""difficulty"": ""EASY""}"
M1,M1.8.9,,23. What is the name of figure FAC in the diagram?,triangle,isosceles,right triangle,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf,"{""raw"": ""23. What is the name of figure FAC in the diagram?\nA. triangle\nB. isosceles\nC. right triangle"", ""question"": ""23. What is the name of figure FAC in the diagram?"", ""options"": [""triangle"", ""isosceles"", ""right triangle""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.8.9,,Find the sum of the missing numbers in the tally table,4,3 DIAGRAM X,7,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf,"{""raw"": ""28. Find the sum of the missing numbers in the tally table\nA. 4\nB. 3 DIAGRAM X\nC. 7"", ""question"": ""Find the sum of the missing numbers in the tally table"", ""options"": [""4"", ""3 DIAGRAM X"", ""7""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.11.2,,What time did it reach Leeming Bar?,11.15 am,11.30 am,11.45 am,,A,EASY,29. The graph is the journey of a car.,,,DRAFT,Found in Suntech corpus,1,AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf,"{""raw"": ""29. The graph is the journey of a car.\nWhat time did it reach Leeming Bar?\nA. 11.15 am\nB. 11.30 am\nC. 11.45 am"", ""question"": ""What time did it reach Leeming Bar?"", ""options"": [""11.15 am"", ""11.30 am"", ""11.45 am""], ""correct"": null, ""answer_text"": null, ""category"": ""29. The graph is the journey of a car."", ""source_file"": ""AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.11.2"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.8.9,,When did the car reach Aycliff? TALLY TABLE Tally table for,11.15,11.30,11.45,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf,"{""raw"": ""30. When did the car reach Aycliff? TALLY TABLE Tally table for\nQ28\nA. 11.15\nB. 11.30\nC. 11.45"", ""question"": ""When did the car reach Aycliff? TALLY TABLE Tally table for"", ""options"": [""11.15"", ""11.30"", ""11.45""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M1 SAMPLE TEST 2 WITHOUT ANSWERS (1)_230822_094249.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,,,Solve for y if ( 1 +2)32 = 36,y = 2,y =,y = −2,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET MOCK M1 EXTRA 2 TT3_230817_112709.pdf,"{""raw"": ""9. Solve for y if ( 1 +2)32 = 36\ny\nA. y = 2\n1\nB. y =\n2\nC. y = −2"", ""question"": ""Solve for y if ( 1 +2)32 = 36"", ""options"": [""y = 2"", ""y ="", ""y = −2""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET MOCK M1 EXTRA 2 TT3_230817_112709.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""difficulty"": ""EASY""}"
M1,M1.8.9,,32. What is the area of a semi-circle where the diameter is 30cm?,353.43,335.34,353.34,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET MOCK M1 EXTRA 2 TT3_230817_112709.pdf,"{""raw"": ""32. What is the area of a semi-circle where the diameter is 30cm?\nA. 353.43\nB. 335.34\nC. 353.34"", ""question"": ""32. What is the area of a semi-circle where the diameter is 30cm?"", ""options"": [""353.43"", ""335.34"", ""353.34""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET MOCK M1 EXTRA 2 TT3_230817_112709.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.11.2,,2 is a member of this set.,Even numbers,Prime numbers,Both A and B,,B,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""1. 2 is a member of this set.\nA. Even numbers\nB. Prime numbers\nC. Both A and B"", ""question"": ""2 is a member of this set."", ""options"": [""Even numbers"", ""Prime numbers"", ""Both A and B""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.11.2"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.8.9,,The difference between them is 0,Natural numbers and integers,Whole numbers and integers,Whole numbers and natural numbers,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""3. The difference between them is 0\nA. Natural numbers and integers\nB. Whole numbers and integers\nC. Whole numbers and natural numbers"", ""question"": ""The difference between them is 0"", ""options"": [""Natural numbers and integers"", ""Whole numbers and integers"", ""Whole numbers and natural numbers""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""EASY""}"
M1,,,Solve 2 + 5 – 3 × 6 ÷ 2(3 – 1),14,6,-11,,A,EASY,,,,NEEDS_ANSWER,From Module 1 Answers.txt Test 3 Q1,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""9. Solve 2 + 5 – 3 × 6 ÷ 2(3 – 1)\nA. 14\nB. 6\nC. -11\n5 7"", ""question"": ""Solve 2 + 5 – 3 × 6 ÷ 2(3 – 1)"", ""options"": [""14"", ""6"", ""-11""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""difficulty"": ""EASY""}"
M1,M1.9.5,,14. What is the value of the digit 6 in the decimal 75.876 ?,6,3/500,1/1000,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""14. What is the value of the digit 6 in the decimal 75.876 ?\nA. 6\nB. 3/500\nC. 1/1000"", ""question"": ""14. What is the value of the digit 6 in the decimal 75.876 ?"", ""options"": [""6"", ""3/500"", ""1/1000""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.9.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,,,Evaluate 225.62 ÷ 2.1,107.4,107.43,107,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""16. Evaluate 225.62 ÷ 2.1\nA. 107.4\nB. 107.43\nC. 107"", ""question"": ""Evaluate 225.62 ÷ 2.1"", ""options"": [""107.4"", ""107.43"", ""107""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""difficulty"": ""EASY""}"
M1,M1.8.9,,18. Which of the following is true about factors?,Any whole number ending with 0 has a factor of 5,"Any whole number greater than 0, which ends with 0 has 2 and 5 as factors",Both A and B above,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""18. Which of the following is true about factors?\nA. Any whole number ending with 0 has a factor of 5\nB. Any whole number greater than 0, which ends with 0 has 2 and 5 as factors\nC. Both A and B above"", ""question"": ""18. Which of the following is true about factors?"", ""options"": [""Any whole number ending with 0 has a factor of 5"", ""Any whole number greater than 0, which ends with 0 has 2 and 5 as factors"", ""Both A and B above""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.10.1,,"19. Given that 112 = 2𝐴×𝐵1, What is the value of B – A ?",– 3,3,7,,C,MEDIUM,,,,NEEDS_ANSWER,From Module 1 Answers.txt Test 2 Q3,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""19. Given that 112 = 2𝐴×𝐵1, What is the value of B – A ?\nA. – 3\nB. 3\nC. 7"", ""question"": ""19. Given that 112 = 2𝐴×𝐵1, What is the value of B – A ?"", ""options"": [""– 3"", ""3"", ""7""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.10.1"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.8.9,,"The prime Factorization of 5940 is xa × yb × c × d. State the values of a, b, c and d.","a = 2, b = 3, c = 7, d = 11","a = 2, b = 3, c = 5, d = 13","a = 2, b = 3, c = 5, d = 11",,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""20. The prime Factorization of 5940 is xa × yb × c × d. State the values of a, b, c and d.\nA. a = 2, b = 3, c = 7, d = 11\nB. a = 2, b = 3, c = 5, d = 13\nC. a = 2, b = 3, c = 5, d = 11"", ""question"": ""The prime Factorization of 5940 is xa × yb × c × d. State the values of a, b, c and d."", ""options"": [""a = 2, b = 3, c = 7, d = 11"", ""a = 2, b = 3, c = 5, d = 13"", ""a = 2, b = 3, c = 5, d = 11""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.11.2,,In a basket there are 12 red balls and 4 blue balls. Which of the ratios below is/are true concerning,3:1,1:3,Either A or B,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""21. In a basket there are 12 red balls and 4 blue balls. Which of the ratios below is/are true concerning\nthe balls?\nA. 3:1\nB. 1:3\nC. Either A or B"", ""question"": ""In a basket there are 12 red balls and 4 blue balls. Which of the ratios below is/are true concerning"", ""options"": [""3:1"", ""1:3"", ""Either A or B""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.11.2"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.8.9,,"22. Given that x:y = 2:3 and y:t = 4:7, what is the ratio x:t?",8:21,2:7,6:28,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""22. Given that x:y = 2:3 and y:t = 4:7, what is the ratio x:t?\nA. 8:21\nB. 2:7\nC. 6:28"", ""question"": ""22. Given that x:y = 2:3 and y:t = 4:7, what is the ratio x:t?"", ""options"": [""8:21"", ""2:7"", ""6:28""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.8.9,,Simplify the ratio 2 hour 30 min to 1 hour 15 min,2:1,1:2,2:3,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""24. Simplify the ratio 2 hour 30 min to 1 hour 15 min\nA. 2:1\nB. 1:2\nC. 2:3"", ""question"": ""Simplify the ratio 2 hour 30 min to 1 hour 15 min"", ""options"": [""2:1"", ""1:2"", ""2:3""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.8.9,,Express 15:86 in the form 1:n,1 : 5.7,1 : 5.73,1 : 0.174,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""25. Express 15:86 in the form 1:n\nA. 1 : 5.7\nB. 1 : 5.73\nC. 1 : 0.174"", ""question"": ""Express 15:86 in the form 1:n"", ""options"": [""1 : 5.7"", ""1 : 5.73"", ""1 : 0.174""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.8.9,,The ratio of nails to hammer in a toolbox is 2:5. How many nails would be there if there are total of,24,60,33,,A,MEDIUM,,,,REVIEWED,Computed from question data,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""26. The ratio of nails to hammer in a toolbox is 2:5. How many nails would be there if there are total of\n84 tools?\nA. 24\nB. 60\nC. 33"", ""question"": ""The ratio of nails to hammer in a toolbox is 2:5. How many nails would be there if there are total of"", ""options"": [""24"", ""60"", ""33""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,,,132. Determine how many engines are serviceable?,84,48,77,,C,EASY,,,,NEEDS_ANSWER,From Module 1 Answers.txt Test 2 Q8,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""132. Determine how many engines are serviceable?\nA. 84\nB. 48\nC. 77"", ""question"": ""132. Determine how many engines are serviceable?"", ""options"": [""84"", ""48"", ""77""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""difficulty"": ""EASY""}"
M1,M1.8.9,,"15 in, what is the actual length of the aircraft’s wingspan?",750 in,750 ft.,899 in,,B,MEDIUM,28. The scale for the prototype of an aircraft is 1 to 600. If the length of the wingspan of the prototype is,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""28. The scale for the prototype of an aircraft is 1 to 600. If the length of the wingspan of the prototype is\n15 in, what is the actual length of the aircraft’s wingspan?\nA. 750 in\nB. 750 ft.\nC. 899 in"", ""question"": ""15 in, what is the actual length of the aircraft’s wingspan?"", ""options"": [""750 in"", ""750 ft."", ""899 in""], ""correct"": null, ""answer_text"": null, ""category"": ""28. The scale for the prototype of an aircraft is 1 to 600. If the length of the wingspan of the prototype is"", ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.8.9,,The voltage across three loads is distributed in the ratio 2:3:6. If the difference between the least,12 V,22 V,33 V,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""29. The voltage across three loads is distributed in the ratio 2:3:6. If the difference between the least\nand greatest is 44 volts, calculate value of the intermediate voltage.\nA. 12 V\nB. 22 V\nC. 33 V"", ""question"": ""The voltage across three loads is distributed in the ratio 2:3:6. If the difference between the least"", ""options"": [""12 V"", ""22 V"", ""33 V""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.8.9,,minutes; Running 4km in 30 minutes. What was Kents’ average speed in completing the triathlon?,12 kph,0.2 kph,0.5 kph,,B,MEDIUM,34. A Kents participated in triathlon competition: Swimming 2km in 20 minutes; Cycling 16km in 60,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""34. A Kents participated in triathlon competition: Swimming 2km in 20 minutes; Cycling 16km in 60\nminutes; Running 4km in 30 minutes. What was Kents’ average speed in completing the triathlon?\nA. 12 kph\nB. 0.2 kph\nC. 0.5 kph"", ""question"": ""minutes; Running 4km in 30 minutes. What was Kents’ average speed in completing the triathlon?"", ""options"": [""12 kph"", ""0.2 kph"", ""0.5 kph""], ""correct"": null, ""answer_text"": null, ""category"": ""34. A Kents participated in triathlon competition: Swimming 2km in 20 minutes; Cycling 16km in 60"", ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.11.2,,12.5 % is equivalent to,1.25,0.0125,1.25/10,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""35. 12.5 % is equivalent to\nA. 1.25\nB. 0.0125\nC. 1.25/10"", ""question"": ""12.5 % is equivalent to"", ""options"": [""1.25"", ""0.0125"", ""1.25/10""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.11.2"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.8.9,,can hold 45%. How many gallons of fuel can the mid tank hold?,7200 US gallons,4000 US gallons,1800 US gallons,,A,MEDIUM,36. Total capacity of an aircraft fuel tank is 9000 US gallons. Left tank can hold 35% and the right tank,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""36. Total capacity of an aircraft fuel tank is 9000 US gallons. Left tank can hold 35% and the right tank\ncan hold 45%. How many gallons of fuel can the mid tank hold?\nA. 7200 US gallons\nB. 4000 US gallons\nC. 1800 US gallons"", ""question"": ""can hold 45%. How many gallons of fuel can the mid tank hold?"", ""options"": [""7200 US gallons"", ""4000 US gallons"", ""1800 US gallons""], ""correct"": null, ""answer_text"": null, ""category"": ""36. Total capacity of an aircraft fuel tank is 9000 US gallons. Left tank can hold 35% and the right tank"", ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,M1.8.9,,37. What percentage is 20 minutes of 1 hour?,33%,33.3%,,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""37. What percentage is 20 minutes of 1 hour?\nA. 33%\nB. 33.3%\n1\nC. 33 %\n3"", ""question"": ""37. What percentage is 20 minutes of 1 hour?"", ""options"": [""33%"", ""33.3%""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M1,,,Evaluate 32 – 22 + 23,13,9,7,,A,EASY,,,,NEEDS_ANSWER,Matched ameprep Q33 (sim=0.80),1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""45. Evaluate 32 – 22 + 23\nA. 13\nB. 9\nC. 7"", ""question"": ""Evaluate 32 – 22 + 23"", ""options"": [""13"", ""9"", ""7""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""difficulty"": ""EASY""}"
M1,M1.8.9,,"Find x, if 64 2/3 + 64 1/6 - 641/2",10,2,0,,B,EASY,,,,NEEDS_ANSWER,From Module 1 Answers.txt Test 2 Q10,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""46. Find x, if 64 2/3 + 64 1/6 - 641/2\nA. 10\nB. 2\nC. 0"", ""question"": ""Find x, if 64 2/3 + 64 1/6 - 641/2"", ""options"": [""10"", ""2"", ""0""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.8.9,,"Find y, given that 3 y = 18. – 3 y",– 2,0,2,,B,EASY,,,,NEEDS_ANSWER,From Module 1 Answers.txt Test 3 Q2,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""47. Find y, given that 3 y = 18. – 3 y\nA. – 2\nB. 0\nC. 2\n40"", ""question"": ""Find y, given that 3 y = 18. – 3 y"", ""options"": [""– 2"", ""0"", ""2""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.8.9,,"Find x, given that = 0.1",40,20,2,,B,EASY,,,,NEEDS_ANSWER,From Module 1 Answers.txt Test 3 Q4,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""48. Find x, given that = 0.1\n𝑥2\nA. 40\nB. 20\nC. 2"", ""question"": ""Find x, given that = 0.1"", ""options"": [""40"", ""20"", ""2""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.9.5,,Logarithm to base ten is also called,natural logarithm,common logarithm,decimal logarithm,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""49. Logarithm to base ten is also called\nA. natural logarithm\nB. common logarithm\nC. decimal logarithm"", ""question"": ""Logarithm to base ten is also called"", ""options"": [""natural logarithm"", ""common logarithm"", ""decimal logarithm""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.9.5"", ""level"": null, ""difficulty"": ""EASY""}"
M1,,,logarithm to base ten is made up of two parts namely;,standard form and base ten,characteristic and base,mantissa and characteristic,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION M1 1_230808_091651.pdf,"{""raw"": ""50. logarithm to base ten is made up of two parts namely;\nA. standard form and base ten\nB. characteristic and base\nC. mantissa and characteristic"", ""question"": ""logarithm to base ten is made up of two parts namely;"", ""options"": [""standard form and base ten"", ""characteristic and base"", ""mantissa and characteristic""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION M1 1_230808_091651.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""difficulty"": ""MEDIUM""}"
M1,M1.8.9,,In Log 0.06 = 2̅.778; the mantissa is,2̅,0.778,10 – 2,,B,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET REVISION  M1  PART 2_230808_115224.pdf,"{""raw"": ""51. In Log 0.06 = 2̅.778; the mantissa is\nA. 2̅\nB. 0.778\nC. 10 – 2"", ""question"": ""In Log 0.06 = 2̅.778; the mantissa is"", ""options"": [""2̅"", ""0.778"", ""10 – 2""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION  M1  PART 2_230808_115224.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""EASY""}"
M1,M1.8.9,,"52. In the UK, stamps are 19p. Peter wants to buy 9 stamps. How much does he have to pay less than £2 ?",£1.71,£9,£0.09,,B,MEDIUM,,,,NEEDS_ANSWER,From Module 1 Answers.txt Test 3 Q7,1,AEROJET REVISION  M1  PART 2_230808_115224.pdf,"{""raw"": ""52. In the UK, stamps are 19p. Peter wants to buy 9 stamps. How much does he have to pay less than £2 ?\nA. £1.71\nB. £9\nC. £0.09"", ""question"": ""52. In the UK, stamps are 19p. Peter wants to buy 9 stamps. How much does he have to pay less than £2 ?"", ""options"": [""£1.71"", ""£9"", ""£0.09""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET REVISION  M1  PART 2_230808_115224.pdf"", ""source_module"": ""M1"", ""fmt"": ""pdf"", ""module"": ""M1"", ""syllabusRef"": ""M1.8.9"", ""level"": null, ""difficulty"": ""MEDIUM""}"
