module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M2,,,In which medium does sound travel the fastest?,Iron.,Air.,Water.,,Iron.,EASY,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q1),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""In which medium does sound travel the fastest?"", ""question"": ""In which medium does sound travel the fastest?"", ""options"": [""Iron."", ""Air."", ""Water.""], ""correct"": ""Iron."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,Which has the most effect on the speed of sound in air?,40 Hz.,40 KHz.,20 Hz.,,40 Hz.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Which has the most effect on the speed of sound in air?"", ""question"": ""Which has the most effect on the speed of sound in air?"", ""options"": [""40 Hz."", ""40 KHz."", ""20 Hz.""], ""correct"": ""40 Hz."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.4,,Which of the following is an example of a Longitudinal Wave?,Sound Wave.,Radio Wave.,Light Wave.,,Sound Wave.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Which of the following is an example of a Longitudinal Wave?"", ""question"": ""Which of the following is an example of a Longitudinal Wave?"", ""options"": [""Sound Wave."", ""Radio Wave."", ""Light Wave.""], ""correct"": ""Sound Wave."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is the wavelength of a note of frequency 1kHz when its velocity is 440m/s?,real.,virtual.,a chromatic object.,,virtual.,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q5),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the wavelength of a note of frequency 1kHz when its velocity is 440m/s?"", ""question"": ""What is the wavelength of a note of frequency 1kHz when its velocity is 440m/s?"", ""options"": [""real."", ""virtual."", ""a chromatic object.""], ""correct"": ""virtual."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.4,,Lasers use which source of light?,converging.,concave.,thick.,,concave.,EASY,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q7),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Lasers use which source of light?"", ""question"": ""Lasers use which source of light?"", ""options"": [""converging."", ""concave."", ""thick.""], ""correct"": ""concave."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.4"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.3(b),,When is the only time a concave mirror forms a virtual image?,the latent heat of vaporisation.,sensible energy.,the latent heat of fusion.,,the latent heat of vaporisation.,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q13),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""When is the only time a concave mirror forms a virtual image?"", ""question"": ""When is the only time a concave mirror forms a virtual image?"", ""options"": [""the latent heat of vaporisation."", ""sensible energy."", ""the latent heat of fusion.""], ""correct"": ""the latent heat of vaporisation."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.03,,An ideal gas goes through an isothermal process. It will act in accordance with which law?,liquids and gases.,gases and solids.,solids and liquids.,,liquids and gases.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""An ideal gas goes through an isothermal process. It will act in accordance with which law?"", ""question"": ""An ideal gas goes through an isothermal process. It will act in accordance with which law?"", ""options"": [""liquids and gases."", ""gases and solids."", ""solids and liquids.""], ""correct"": ""liquids and gases."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.3(b),,Which contains the least amount of heat energy?,Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same amount of heat energy.,1 kg of water at 0 °C.,1 kg of ice at 0 °C.,,Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same amount of heat energy.,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Which contains the least amount of heat energy?"", ""question"": ""Which contains the least amount of heat energy?"", ""options"": [""Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same amount of heat energy."", ""1 kg of water at 0 °C."", ""1 kg of ice at 0 °C.""], ""correct"": ""Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same amount of heat energy."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(b)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,Which weighs the most?,1 kg of ice at 0 °C.,Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same weight.,1 kg of water at 0 °C.,,1 kg of water at 0 °C.,EASY,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q23),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Which weighs the most?"", ""question"": ""Which weighs the most?"", ""options"": [""1 kg of ice at 0 °C."", ""Both 1 kg of ice at 0 °C and 1 kg of water at 0 °C have the same weight."", ""1 kg of water at 0 °C.""], ""correct"": ""1 kg of water at 0 °C."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,Which has the greatest density?,1 kg of ice at 0 °C.,1 kg of water at 0 °C.,Both 1 kg of ice at 0 °C and 1 kg of ice at 0 °C have the same density.,,1 kg of ice at 0 °C.,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Which has the greatest density?"", ""question"": ""Which has the greatest density?"", ""options"": [""1 kg of ice at 0 °C."", ""1 kg of water at 0 °C."", ""Both 1 kg of ice at 0 °C and 1 kg of ice at 0 °C have the same density.""], ""correct"": ""1 kg of ice at 0 °C."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,Which has the greatest volume?,Newton per metre squared (N/m2).,Cubic metre (m3).,kilogram per metre cubed (kg/m3).,,Newton per metre squared (N/m2).,EASY,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q25),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""Which has the greatest volume?"", ""question"": ""Which has the greatest volume?"", ""options"": [""Newton per metre squared (N/m2)."", ""Cubic metre (m3)."", ""kilogram per metre cubed (kg/m3).""], ""correct"": ""Newton per metre squared (N/m2)."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.3(a),,A gauge indicates 15 PSIG. What is the absolute pressure?,low condensation temperature and high condensation pressure.,low condensation temperature and low condensation pressure.,high condensation temperature and low condensation pressure.,,low condensation temperature and high condensation pressure.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""A gauge indicates 15 PSIG. What is the absolute pressure?"", ""question"": ""A gauge indicates 15 PSIG. What is the absolute pressure?"", ""options"": [""low condensation temperature and high condensation pressure."", ""low condensation temperature and low condensation pressure."", ""high condensation temperature and low condensation pressure.""], ""correct"": ""low condensation temperature and high condensation pressure."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,What is the momentum of a ball of mass 2 grams and has a velocity of 10cm/s?,a tied gyro.,a space gyro.,an earth gyro.,,a space gyro.,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q37),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the momentum of a ball of mass 2 grams and has a velocity of 10cm/s?"", ""question"": ""What is the momentum of a ball of mass 2 grams and has a velocity of 10cm/s?"", ""options"": [""a tied gyro."", ""a space gyro."", ""an earth gyro.""], ""correct"": ""a space gyro."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What type of friction requires the greatest force to overcome it?,2.,1/2.,1.,,1/2.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""What type of friction requires the greatest force to overcome it?"", ""question"": ""What type of friction requires the greatest force to overcome it?"", ""options"": [""2."", ""1/2."", ""1.""], ""correct"": ""1/2."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is the ratio of load to effort called?,1.25 x 105.,12500 J.,12.5 kJ.,,1.25 x 105.,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the ratio of load to effort called?"", ""question"": ""What is the ratio of load to effort called?"", ""options"": [""1.25 x 105."", ""12500 J."", ""12.5 kJ.""], ""correct"": ""1.25 x 105."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,What is the kinetic energy of an aircraft of mass of 2 metric tonnes and has a velocity of 2m/s?,80 kJ.,784 kJ.,500 kJ.,,784 kJ.,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q47),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the kinetic energy of an aircraft of mass of 2 metric tonnes and has a velocity of 2m/s?"", ""question"": ""What is the kinetic energy of an aircraft of mass of 2 metric tonnes and has a velocity of 2m/s?"", ""options"": [""80 kJ."", ""784 kJ."", ""500 kJ.""], ""correct"": ""784 kJ."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,"For a car weighing 1000 N, what force would be required to accelerate the car to 3 ms-2?",28 m/s2.,14 m/s2.,252 m/s2.,,14 m/s2.,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q49),1,AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf,"{""raw"": ""For a car weighing 1000 N, what force would be required to accelerate the car to 3 ms-2?"", ""question"": ""For a car weighing 1000 N, what force would be required to accelerate the car to 3 ms-2?"", ""options"": [""28 m/s2."", ""14 m/s2."", ""252 m/s2.""], ""correct"": ""14 m/s2."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 4 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,An aircraft flies 1350 nmiles in 2h 15mins. What is the average speed?,600 nmiles/hour.,600 miles/hour.,150 nmiles/hour.,,600 nmiles/hour.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""An aircraft flies 1350 nmiles in 2h 15mins. What is the average speed?"", ""question"": ""An aircraft flies 1350 nmiles in 2h 15mins. What is the average speed?"", ""options"": [""600 nmiles/hour."", ""600 miles/hour."", ""150 nmiles/hour.""], ""correct"": ""600 nmiles/hour."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,A spring extends 7 cm to the ground and back again 20 times a minute. What is the period?,7 cm.,3 seconds.,1/3 cycle.,,1/3 cycle.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""A spring extends 7 cm to the ground and back again 20 times a minute. What is the period?"", ""question"": ""A spring extends 7 cm to the ground and back again 20 times a minute. What is the period?"", ""options"": [""7 cm."", ""3 seconds."", ""1/3 cycle.""], ""correct"": ""1/3 cycle."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,A cyclist goes from rest to 50 m/s in 5 seconds. What is the average acceleration?,10 m/s2.,12 m/s2.,8 m/s2.,,10 m/s2.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""A cyclist goes from rest to 50 m/s in 5 seconds. What is the average acceleration?"", ""question"": ""A cyclist goes from rest to 50 m/s in 5 seconds. What is the average acceleration?"", ""options"": [""10 m/s2."", ""12 m/s2."", ""8 m/s2.""], ""correct"": ""10 m/s2."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is the period of a frequency of 4 Hz?,400s.,80s.,20s.,,400s.,EASY,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q4),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the period of a frequency of 4 Hz?"", ""question"": ""What is the period of a frequency of 4 Hz?"", ""options"": [""400s."", ""80s."", ""20s.""], ""correct"": ""400s."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is the angular velocity of a shaft rotating at 300rpm in radians/second?,5π metres per second.,5 metres per second.,25 metres per second.,,5π metres per second.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the angular velocity of a shaft rotating at 300rpm in radians/second?"", ""question"": ""What is the angular velocity of a shaft rotating at 300rpm in radians/second?"", ""options"": [""5π metres per second."", ""5 metres per second."", ""25 metres per second.""], ""correct"": ""5π metres per second."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.03,,Which of Newton’s Laws apply most directly to an aircraft which is accelerating down a runway?,1kg/h.,1 Joule/s.,1 HP.,,1 Joule/s.,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""Which of Newton’s Laws apply most directly to an aircraft which is accelerating down a runway?"", ""question"": ""Which of Newton’s Laws apply most directly to an aircraft which is accelerating down a runway?"", ""options"": [""1kg/h."", ""1 Joule/s."", ""1 HP.""], ""correct"": ""1 Joule/s."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,How would you work out the work done by a machine assuming it is 100% efficient?,Volt.,Pascal.,Watt.,,Volt.,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q17),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""How would you work out the work done by a machine assuming it is 100% efficient?"", ""question"": ""How would you work out the work done by a machine assuming it is 100% efficient?"", ""options"": [""Volt."", ""Pascal."", ""Watt.""], ""correct"": ""Volt."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is 1 joule in calories?,Newton’s 3rd Law.,Newton’s 2nd Law.,Newton’s 1st Law.,,Newton’s 3rd Law.,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""What is 1 joule in calories?"", ""question"": ""What is 1 joule in calories?"", ""options"": [""Newton’s 3rd Law."", ""Newton’s 2nd Law."", ""Newton’s 1st Law.""], ""correct"": ""Newton’s 3rd Law."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,A mass of 20kg produces a momentum of 300kgm/s. What is the Kinetic energy?,"Convex , concave and fiber","Core, cladding and covering","Focal, principal axis and optical center",,"Convex , concave and fiber",MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q28),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""A mass of 20kg produces a momentum of 300kgm/s. What is the Kinetic energy?"", ""question"": ""A mass of 20kg produces a momentum of 300kgm/s. What is the Kinetic energy?"", ""options"": [""Convex , concave and fiber"", ""Core, cladding and covering"", ""Focal, principal axis and optical center""], ""correct"": ""Convex , concave and fiber"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.4,,The loss of signal in an optical fiber causing a decrease in the intensity of light is?,Attenuation,Dispersion,Scattering,,Attenuation,MEDIUM,,,,DRAFT,Found in Suntech corpus (score=1),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""The loss of signal in an optical fiber causing a decrease in the intensity of light is?"", ""question"": ""The loss of signal in an optical fiber causing a decrease in the intensity of light is?"", ""options"": [""Attenuation"", ""Dispersion"", ""Scattering""], ""correct"": ""Attenuation"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,Which of the following device is used to join two optical fibres?,Coupler,Splitter,Splicer,,Coupler,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q41),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""Which of the following device is used to join two optical fibres?"", ""question"": ""Which of the following device is used to join two optical fibres?"", ""options"": [""Coupler"", ""Splitter"", ""Splicer""], ""correct"": ""Coupler"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,The distortion of a signal in an optical fibre due to impurities and faults is known as?,Dispersion,. Scattering,Reflection,,. Scattering,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q42),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""The distortion of a signal in an optical fibre due to impurities and faults is known as?"", ""question"": ""The distortion of a signal in an optical fibre due to impurities and faults is known as?"", ""options"": [""Dispersion"", "". Scattering"", ""Reflection""], ""correct"": "". Scattering"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is the unit of sound intensity?,Connectors,Couplers,Joiners,,Couplers,EASY,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q43),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the unit of sound intensity?"", ""question"": ""What is the unit of sound intensity?"", ""options"": [""Connectors"", ""Couplers"", ""Joiners""], ""correct"": ""Couplers"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is the unit of attenuation?,Decibels,Decibels/km,Unitless,,Unitless,EASY,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q45),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the unit of attenuation?"", ""question"": ""What is the unit of attenuation?"", ""options"": [""Decibels"", ""Decibels/km"", ""Unitless""], ""correct"": ""Unitless"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,What is the relationship between decibel (dB) and a bel?,deciBels Absolute,deciBels Amplifier,deciBels Attenuation,,deciBels Amplifier,MEDIUM,,,,ANSWERED,Verified from ANSWERS MODULE 02 QUESTIONS BANK BySFoS 2 answer key (Q46),1,AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf,"{""raw"": ""What is the relationship between decibel (dB) and a bel?"", ""question"": ""What is the relationship between decibel (dB) and a bel?"", ""options"": [""deciBels Absolute"", ""deciBels Amplifier"", ""deciBels Attenuation""], ""correct"": ""deciBels Amplifier"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET M2 SAMPLE SET 5 WITHOUT ANSWERS.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
