module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M13,M13.13.03,,90. How does the system react when a failure occurs in a triple configuration?,The autopilot disengages completely,"The system continues operating, degrading to fail-passive, with backup",,,The autopilot disengages completely,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""90. How does the system react when a failure occurs in a triple configuration?"", ""question"": ""90. How does the system react when a failure occurs in a triple configuration?"", ""options"": [""The autopilot disengages completely"", ""The system continues operating, degrading to fail-passive, with backup""], ""correct"": ""The autopilot disengages completely"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(c),,What is the primary characteristic of a quadruple configuration autopilot,Only one channel is available for operation,"Four redundant systems (e.g., sensors, channels, or computers) are used",It operates only in manual mode,,Only one channel is available for operation,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the primary characteristic of a quadruple configuration autopilot"", ""question"": ""What is the primary characteristic of a quadruple configuration autopilot"", ""options"": [""Only one channel is available for operation"", ""Four redundant systems (e.g., sensors, channels, or computers) are used"", ""It operates only in manual mode""], ""correct"": ""Only one channel is available for operation"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.4(b),,Which aircraft models are examples of quadruple configuration autopilot,"Boeing 737, MD-80","MD-11, Airbus A320, A330, A340","Fokker-100, Boeing 747",,"MD-11, Airbus A320, A330, A340",MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""Which aircraft models are examples of quadruple configuration autopilot"", ""question"": ""Which aircraft models are examples of quadruple configuration autopilot"", ""options"": [""Boeing 737, MD-80"", ""MD-11, Airbus A320, A330, A340"", ""Fokker-100, Boeing 747""], ""correct"": ""MD-11, Airbus A320, A330, A340"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.4(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,"In a dual channel fail passive system, how many flight control computers",One computer with multiple channels,One dual-channel flight control computer with duplex servo actuators,Two separate flight control computers,,One dual-channel flight control computer with duplex servo actuators,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""In a dual channel fail passive system, how many flight control computers"", ""question"": ""In a dual channel fail passive system, how many flight control computers"", ""options"": [""One computer with multiple channels"", ""One dual-channel flight control computer with duplex servo actuators"", ""Two separate flight control computers""], ""correct"": ""One dual-channel flight control computer with duplex servo actuators"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,94. What happens in a dual channel fail passive system if a failure occurs?,The system continues operating without any interruption,"The system disengages, and if available, the second autopilot must be",,,"The system disengages, and if available, the second autopilot must be",MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""94. What happens in a dual channel fail passive system if a failure occurs?"", ""question"": ""94. What happens in a dual channel fail passive system if a failure occurs?"", ""options"": [""The system continues operating without any interruption"", ""The system disengages, and if available, the second autopilot must be""], ""correct"": ""The system disengages, and if available, the second autopilot must be"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,What is the purpose of on-line comparison in a fail-passive dual-channel,It triggers a full system reset,It compares data from multiple channels and automatically disconnects,It activates the backup autopilot immediately,,It triggers a full system reset,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the purpose of on-line comparison in a fail-passive dual-channel"", ""question"": ""What is the purpose of on-line comparison in a fail-passive dual-channel"", ""options"": [""It triggers a full system reset"", ""It compares data from multiple channels and automatically disconnects"", ""It activates the backup autopilot immediately""], ""correct"": ""It triggers a full system reset"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,"In a dual channel fail passive system, how does the system respond if both",It activates a third autopilot automatically,"The system disengages, requiring manual selection of the second",The flight controls revert to manual operation,,The flight controls revert to manual operation,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""In a dual channel fail passive system, how does the system respond if both"", ""question"": ""In a dual channel fail passive system, how does the system respond if both"", ""options"": [""It activates a third autopilot automatically"", ""The system disengages, requiring manual selection of the second"", ""The flight controls revert to manual operation""], ""correct"": ""The flight controls revert to manual operation"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,97. How is redundancy achieved in a dual channel fail passive system?,By using only one active channel at a time,By using two channels with duplex servo actuators and automatic,,,By using only one active channel at a time,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""97. How is redundancy achieved in a dual channel fail passive system?"", ""question"": ""97. How is redundancy achieved in a dual channel fail passive system?"", ""options"": [""By using only one active channel at a time"", ""By using two channels with duplex servo actuators and automatic""], ""correct"": ""By using only one active channel at a time"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.1(a),,What is the function of the duplex servo actuators in a dual channel fail,To manually adjust the flight controls during failure,To provide backup power to the autopilot,To actuate the flight controls through redundant channels and ensure,,To manually adjust the flight controls during failure,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the function of the duplex servo actuators in a dual channel fail"", ""question"": ""What is the function of the duplex servo actuators in a dual channel fail"", ""options"": [""To manually adjust the flight controls during failure"", ""To provide backup power to the autopilot"", ""To actuate the flight controls through redundant channels and ensure""], ""correct"": ""To manually adjust the flight controls during failure"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.1(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,How does the system handle failures in the dual channel fail passive,It alerts the pilot and automatically switches to manual controls,It performs online comparisons of signals and disconnects the faulty,It allows the autopilot to continue with no backup systems,,It performs online comparisons of signals and disconnects the faulty,MEDIUM,,,HIGH,ANSWERED,Performs online comparisons and disconnects faulty channel,1,MODULE 13_Questions.pdf,"{""raw"": ""How does the system handle failures in the dual channel fail passive"", ""question"": ""How does the system handle failures in the dual channel fail passive"", ""options"": [""It alerts the pilot and automatically switches to manual controls"", ""It performs online comparisons of signals and disconnects the faulty"", ""It allows the autopilot to continue with no backup systems""], ""correct"": ""It performs online comparisons of signals and disconnects the faulty"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,used for comparison?,One channel and one manual input,"Channel 1a and 1b, as well as Channel 2a and 2b",Channel 1a and Channel 2a,,One channel and one manual input,EASY,"100. In the dual channel fail passive system, what are the two primary channels",,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""used for comparison?"", ""question"": ""used for comparison?"", ""options"": [""One channel and one manual input"", ""Channel 1a and 1b, as well as Channel 2a and 2b"", ""Channel 1a and Channel 2a""], ""correct"": ""One channel and one manual input"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""100. In the dual channel fail passive system, what are the two primary channels"", ""isEssay"": false}",False
M13,M13.13.7(c),,101. What is a key feature of a quadruple channel fail operational system?,The system disengages immediately after a failure,The system remains engaged and continues flight with the healthy,,,The system disengages immediately after a failure,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""101. What is a key feature of a quadruple channel fail operational system?"", ""question"": ""101. What is a key feature of a quadruple channel fail operational system?"", ""options"": [""The system disengages immediately after a failure"", ""The system remains engaged and continues flight with the healthy""], ""correct"": ""The system disengages immediately after a failure"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,operation during a failure?,It automatically disables sensors when a failure occurs,The system switches to the healthy system (one of the dual-channel,,,It automatically disables sensors when a failure occurs,MEDIUM,103. How does the quadruple channel fail operational system ensure continuous,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""operation during a failure?"", ""question"": ""operation during a failure?"", ""options"": [""It automatically disables sensors when a failure occurs"", ""The system switches to the healthy system (one of the dual-channel""], ""correct"": ""It automatically disables sensors when a failure occurs"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""103. How does the quadruple channel fail operational system ensure continuous"", ""isEssay"": false}",False
M13,M13.13.03,,duplex servo actuators?,To monitor the aircraft's flight path,"To actuate the flight controls through redundant channels, ensuring",,,"To actuate the flight controls through redundant channels, ensuring",MEDIUM,"105. In a quadruple channel fail operational system, what is the function of the",,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""duplex servo actuators?"", ""question"": ""duplex servo actuators?"", ""options"": [""To monitor the aircraft's flight path"", ""To actuate the flight controls through redundant channels, ensuring""], ""correct"": ""To actuate the flight controls through redundant channels, ensuring"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""105. In a quadruple channel fail operational system, what is the function of the"", ""isEssay"": false}",False
M13,M13.13.7(c),,What does the LVDT (Linear Variable Differential Transformer) do in the,It measures the altitude of the aircraft,It provides feedback on the position of the control surface,It controls the engine power,,It provides feedback on the position of the control surface,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What does the LVDT (Linear Variable Differential Transformer) do in the"", ""question"": ""What does the LVDT (Linear Variable Differential Transformer) do in the"", ""options"": [""It measures the altitude of the aircraft"", ""It provides feedback on the position of the control surface"", ""It controls the engine power""], ""correct"": ""It provides feedback on the position of the control surface"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,How many duplex servos are used in a quadruple channel fail operational,One duplex servo,Two duplex servos for redundancy,Four duplex servos for maximum backup,,One duplex servo,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""How many duplex servos are used in a quadruple channel fail operational"", ""question"": ""How many duplex servos are used in a quadruple channel fail operational"", ""options"": [""One duplex servo"", ""Two duplex servos for redundancy"", ""Four duplex servos for maximum backup""], ""correct"": ""One duplex servo"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.03,,on control surface positions?,Through visual indicators on the control panel,By averaging the positions of the left and right control surfaces and,,,By averaging the positions of the left and right control surfaces and,MEDIUM,109. How does the quadruple channel fail operational system provide feedback,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""on control surface positions?"", ""question"": ""on control surface positions?"", ""options"": [""Through visual indicators on the control panel"", ""By averaging the positions of the left and right control surfaces and""], ""correct"": ""By averaging the positions of the left and right control surfaces and"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""109. How does the quadruple channel fail operational system provide feedback"", ""isEssay"": false}",False
M13,M13.13.1(a),,for different aircraft models?,1920s to 1930s,1960s to 2000s,2000s to present,,1960s to 2000s,EASY,111. When did the development of autopilot and flight director systems begin,,HIGH,ANSWERED,AFCS development spanned 1960s to 2000s,1,MODULE 13_Questions.pdf,"{""raw"": ""for different aircraft models?"", ""question"": ""for different aircraft models?"", ""options"": [""1920s to 1930s"", ""1960s to 2000s"", ""2000s to present""], ""correct"": ""1960s to 2000s"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.1(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""111. When did the development of autopilot and flight director systems begin"", ""isEssay"": false}",False
M13,M13.1.1,,flight control systems?,Only the autopilot system,"Autopilot, Flight Director, Auto Throttle/Speed Command Computer,",,,"Autopilot, Flight Director, Auto Throttle/Speed Command Computer,",MEDIUM,112. Which of the following is a stand-alone system integrated into modern,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""flight control systems?"", ""question"": ""flight control systems?"", ""options"": [""Only the autopilot system"", ""Autopilot, Flight Director, Auto Throttle/Speed Command Computer,""], ""correct"": ""Autopilot, Flight Director, Auto Throttle/Speed Command Computer,"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.1"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""112. Which of the following is a stand-alone system integrated into modern"", ""isEssay"": false}",False
M13,M13.13.7(c),,113. What does AP stand for in the system layout?,Autopilot,Aircraft Pilot,Auto Thrust,,Auto Thrust,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""113. What does AP stand for in the system layout?"", ""question"": ""113. What does AP stand for in the system layout?"", ""options"": [""Autopilot"", ""Aircraft Pilot"", ""Auto Thrust""], ""correct"": ""Auto Thrust"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(c),,114. What does FD stand for in the system layout?,Flight Data,Flight Director,Fuel Delivery,,Fuel Delivery,EASY,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""114. What does FD stand for in the system layout?"", ""question"": ""114. What does FD stand for in the system layout?"", ""options"": [""Flight Data"", ""Flight Director"", ""Fuel Delivery""], ""correct"": ""Fuel Delivery"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(c),,What is the function of the AT/SC (Auto Throttle/Speed Command,To manage the aircraft's navigation systems,To control the aircraft's flight path,To control the throttle and speed management based on flight,,To manage the aircraft's navigation systems,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the function of the AT/SC (Auto Throttle/Speed Command"", ""question"": ""What is the function of the AT/SC (Auto Throttle/Speed Command"", ""options"": [""To manage the aircraft's navigation systems"", ""To control the aircraft's flight path"", ""To control the throttle and speed management based on flight""], ""correct"": ""To manage the aircraft's navigation systems"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(c),,116. What does FCC stand for in the system layout?,Flight Control Command,Flight Control Computer,Flight Control Channel,,Flight Control Command,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""116. What does FCC stand for in the system layout?"", ""question"": ""116. What does FCC stand for in the system layout?"", ""options"": [""Flight Control Command"", ""Flight Control Computer"", ""Flight Control Channel""], ""correct"": ""Flight Control Command"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(c),,control systems?,To provide power to the autopilot,To regulate the aircraft's altitude,To control engine thrust and maintain the desired speed,,To control engine thrust and maintain the desired speed,EASY,117. What is the role of the TCC (Thrust Control Computer) in modern flight,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""control systems?"", ""question"": ""control systems?"", ""options"": [""To provide power to the autopilot"", ""To regulate the aircraft's altitude"", ""To control engine thrust and maintain the desired speed""], ""correct"": ""To control engine thrust and maintain the desired speed"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""117. What is the role of the TCC (Thrust Control Computer) in modern flight"", ""isEssay"": false}",False
M13,M13.13.7(c),,aircraft's systems?,A backup for manual control,A means to calculate fuel consumption,"It enhances the performance and stability of the aircraft, aiding in",,A backup for manual control,EASY,118. What does FAC (Flight Augmentation Computer) provide to the,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""aircraft's systems?"", ""question"": ""aircraft's systems?"", ""options"": [""A backup for manual control"", ""A means to calculate fuel consumption"", ""It enhances the performance and stability of the aircraft, aiding in""], ""correct"": ""A backup for manual control"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""118. What does FAC (Flight Augmentation Computer) provide to the"", ""isEssay"": false}",False
M13,M13.13.01,,119. What does FMGEC stand for?,Flight Management Guidance Electronic Computer,Flight Mode Guidance Envelope Computer,Flight Management Guidance Envelope Computer,,Flight Management Guidance Electronic Computer,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""119. What does FMGEC stand for?"", ""question"": ""119. What does FMGEC stand for?"", ""options"": [""Flight Management Guidance Electronic Computer"", ""Flight Mode Guidance Envelope Computer"", ""Flight Management Guidance Envelope Computer""], ""correct"": ""Flight Management Guidance Electronic Computer"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.01"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(c),,What is the primary function of the FIDS (Fault Isolation Detection,To isolate fuel system issues,To detect and isolate faults within the autopilot or flight control systems,To monitor engine performance,,To monitor engine performance,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the primary function of the FIDS (Fault Isolation Detection"", ""question"": ""What is the primary function of the FIDS (Fault Isolation Detection"", ""options"": [""To isolate fuel system issues"", ""To detect and isolate faults within the autopilot or flight control systems"", ""To monitor engine performance""], ""correct"": ""To monitor engine performance"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(a),,121. What is the primary function of the FMGS in the A320?,To provide manual control for the pilot,"To provide predictions of flight time, speed, mileage, and optimize flight",,,"To provide predictions of flight time, speed, mileage, and optimize flight",MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""121. What is the primary function of the FMGS in the A320?"", ""question"": ""121. What is the primary function of the FMGS in the A320?"", ""options"": [""To provide manual control for the pilot"", ""To provide predictions of flight time, speed, mileage, and optimize flight""], ""correct"": ""To provide predictions of flight time, speed, mileage, and optimize flight"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(c),,"During cockpit preparation in the A320, how does the pilot input the",Through the autopilot panel,Via the Multifunction Control and Display Units (MCDUs),Through a manual flight plan entered on paper,,Via the Multifunction Control and Display Units (MCDUs),MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""During cockpit preparation in the A320, how does the pilot input the"", ""question"": ""During cockpit preparation in the A320, how does the pilot input the"", ""options"": [""Through the autopilot panel"", ""Via the Multifunction Control and Display Units (MCDUs)"", ""Through a manual flight plan entered on paper""], ""correct"": ""Via the Multifunction Control and Display Units (MCDUs)"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.1(a),,"123. What does the FMGS provide predictions of, apart from flight time?",Engine maintenance schedules,"Speed, economy profiles, and altitude",Only the aircraft's fuel consumption,,"Speed, economy profiles, and altitude",MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""123. What does the FMGS provide predictions of, apart from flight time?"", ""question"": ""123. What does the FMGS provide predictions of, apart from flight time?"", ""options"": [""Engine maintenance schedules"", ""Speed, economy profiles, and altitude"", ""Only the aircraft's fuel consumption""], ""correct"": ""Speed, economy profiles, and altitude"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.1(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.7(c),,"If one of the FMGC (Flight Management Guidance Computers) fails,",The flight data is lost,The other FMGC performs all operations,The aircraft enters manual flight mode,,The other FMGC performs all operations,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""If one of the FMGC (Flight Management Guidance Computers) fails,"", ""question"": ""If one of the FMGC (Flight Management Guidance Computers) fails,"", ""options"": [""The flight data is lost"", ""The other FMGC performs all operations"", ""The aircraft enters manual flight mode""], ""correct"": ""The other FMGC performs all operations"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.7(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What can the pilot modify during flight on a short-term basis in the,Only the aircraft's speed,"Speed, Vertical Speed (V/S), Heading (HDG)",Only the route waypoints,,"Speed, Vertical Speed (V/S), Heading (HDG)",MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What can the pilot modify during flight on a short-term basis in the"", ""question"": ""What can the pilot modify during flight on a short-term basis in the"", ""options"": [""Only the aircraft's speed"", ""Speed, Vertical Speed (V/S), Heading (HDG)"", ""Only the route waypoints""], ""correct"": ""Speed, Vertical Speed (V/S), Heading (HDG)"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
