module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M11A,M11A.3.000,,5. What is the typical landing speed relative to stalling speed?,0.8 times the stalling speed,1.3 times the stalling speed,Equal to the stalling speed,,0.8 times the stalling speed,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What is the typical landing speed relative to stalling speed?"", ""question"": ""5. What is the typical landing speed relative to stalling speed?"", ""options"": [""0.8 times the stalling speed"", ""1.3 times the stalling speed"", ""Equal to the stalling speed""], ""correct"": ""0.8 times the stalling speed"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,1. What is the primary purpose of leading-edge slats?,Increase drag during cruise,Improve airflow at high angles of attack,Replace ailerons during roll,,Improve airflow at high angles of attack,MEDIUM,,,,REVIEWED,KB partial (score=3),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary purpose of leading-edge slats?"", ""question"": ""1. What is the primary purpose of leading-edge slats?"", ""options"": [""Increase drag during cruise"", ""Improve airflow at high angles of attack"", ""Replace ailerons during roll""], ""correct"": ""Improve airflow at high angles of attack"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,2. How do automatic slats reduce drag when not in use?,By retracting flush against the wing leading edge,By folding into the wing interior,By deploying only during landing,,By retracting flush against the wing leading edge,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. How do automatic slats reduce drag when not in use?"", ""question"": ""2. How do automatic slats reduce drag when not in use?"", ""options"": [""By retracting flush against the wing leading edge"", ""By folding into the wing interior"", ""By deploying only during landing""], ""correct"": ""By retracting flush against the wing leading edge"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.13.1(b),,3. What aerodynamic problem do slots address at high angles of attack?,Excessive lift at low speeds,Airflow separation over the wing,Reduced engine thrust,,Excessive lift at low speeds,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What aerodynamic problem do slots address at high angles of attack?"", ""question"": ""3. What aerodynamic problem do slots address at high angles of attack?"", ""options"": [""Excessive lift at low speeds"", ""Airflow separation over the wing"", ""Reduced engine thrust""], ""correct"": ""Excessive lift at low speeds"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,4. When are fixed slots most aerodynamically disadvantageous?,During high-speed cruise,During takeoff with flaps extended,When the aircraft is parked,,During high-speed cruise,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""4. When are fixed slots most aerodynamically disadvantageous?"", ""question"": ""4. When are fixed slots most aerodynamically disadvantageous?"", ""options"": [""During high-speed cruise"", ""During takeoff with flaps extended"", ""When the aircraft is parked""], ""correct"": ""During high-speed cruise"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.01,,5. What is the key benefit of movable slats over fixed slots?,Lower maintenance costs,Reduced drag when retracted,Elimination of flap deployment,,Lower maintenance costs,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What is the key benefit of movable slats over fixed slots?"", ""question"": ""5. What is the key benefit of movable slats over fixed slots?"", ""options"": [""Lower maintenance costs"", ""Reduced drag when retracted"", ""Elimination of flap deployment""], ""correct"": ""Lower maintenance costs"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.01,,1. How does a Fowler flap increase wing performance?,By extending rearward to increase wing area and camber,By deflecting upward to reduce lift,By retracting into the wing during cruise,,By extending rearward to increase wing area and camber,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How does a Fowler flap increase wing performance?"", ""question"": ""1. How does a Fowler flap increase wing performance?"", ""options"": [""By extending rearward to increase wing area and camber"", ""By deflecting upward to reduce lift"", ""By retracting into the wing during cruise""], ""correct"": ""By extending rearward to increase wing area and camber"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(c),,2. What advantage do slotted flaps provide over plain flaps?,They allow high-energy air to flow over the flap surface,They reduce wing area during deployment,They eliminate the need for leading-edge devices,,They allow high-energy air to flow over the flap surface,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What advantage do slotted flaps provide over plain flaps?"", ""question"": ""2. What advantage do slotted flaps provide over plain flaps?"", ""options"": [""They allow high-energy air to flow over the flap surface"", ""They reduce wing area during deployment"", ""They eliminate the need for leading-edge devices""], ""correct"": ""They allow high-energy air to flow over the flap surface"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,3. Why are complex flaps like Fowler flaps used?,To achieve the lowest possible stalling speed,To simplify mechanical systems,To increase cruise speed,,To achieve the lowest possible stalling speed,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. Why are complex flaps like Fowler flaps used?"", ""question"": ""3. Why are complex flaps like Fowler flaps used?"", ""options"": [""To achieve the lowest possible stalling speed"", ""To simplify mechanical systems"", ""To increase cruise speed""], ""correct"": ""To achieve the lowest possible stalling speed"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,4. What happens to airflow when slotted flaps are deployed?,Turbulence increases at the wing root,Airflow separation is delayed due to slots,Drag decreases proportionally to lift,,Airflow separation is delayed due to slots,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What happens to airflow when slotted flaps are deployed?"", ""question"": ""4. What happens to airflow when slotted flaps are deployed?"", ""options"": [""Turbulence increases at the wing root"", ""Airflow separation is delayed due to slots"", ""Drag decreases proportionally to lift""], ""correct"": ""Airflow separation is delayed due to slots"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.01,,5. Which flap type combines increased wing area with camber change?,Split flap,Fowler flap,Plain flap,,Fowler flap,MEDIUM,,,,REVIEWED,Fixed: Fowler flaps extend rearward increasing area and camber,1,Module 11 Rans.pdf,"{""raw"": ""5. Which flap type combines increased wing area with camber change?"", ""question"": ""5. Which flap type combines increased wing area with camber change?"", ""options"": [""Split flap"", ""Fowler flap"", ""Plain flap""], ""correct"": ""Fowler flap"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(e),,1. How do Kruger flaps differ from slats?,They extend from the leading edge as a single surface,They are fixed and non-retractable,They deploy only during cruise,,They extend from the leading edge as a single surface,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""1. How do Kruger flaps differ from slats?"", ""question"": ""1. How do Kruger flaps differ from slats?"", ""options"": [""They extend from the leading edge as a single surface"", ""They are fixed and non-retractable"", ""They deploy only during cruise""], ""correct"": ""They extend from the leading edge as a single surface"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(e),,2. What is the dual function of flaperons?,Act as both ailerons and flaps,Replace spoilers during descent,Serve as speed brakes,,Act as both ailerons and flaps,EASY,,,,REVIEWED,KB direct (score=3),1,Module 11 Rans.pdf,"{""raw"": ""2. What is the dual function of flaperons?"", ""question"": ""2. What is the dual function of flaperons?"", ""options"": [""Act as both ailerons and flaps"", ""Replace spoilers during descent"", ""Serve as speed brakes""], ""correct"": ""Act as both ailerons and flaps"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,3. When do droop ailerons typically deploy?,When trailing-edge flaps are extended for landing,During high-speed roll maneuvers,Only during engine failure,,When trailing-edge flaps are extended for landing,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""3. When do droop ailerons typically deploy?"", ""question"": ""3. When do droop ailerons typically deploy?"", ""options"": [""When trailing-edge flaps are extended for landing"", ""During high-speed roll maneuvers"", ""Only during engine failure""], ""correct"": ""When trailing-edge flaps are extended for landing"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,4. What is the primary benefit of Kruger flaps?,Smooth integration with the leading edge when retracted,Elimination of trailing-edge flaps,Increased roll authority,,Smooth integration with the leading edge when retracted,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""4. What is the primary benefit of Kruger flaps?"", ""question"": ""4. What is the primary benefit of Kruger flaps?"", ""options"": [""Smooth integration with the leading edge when retracted"", ""Elimination of trailing-edge flaps"", ""Increased roll authority""], ""correct"": ""Smooth integration with the leading edge when retracted"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,5. Which aircraft commonly uses flaperons?,Boeing 777,Cessna 172,Airbus A320,,Cessna 172,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""5. Which aircraft commonly uses flaperons?"", ""question"": ""5. Which aircraft commonly uses flaperons?"", ""options"": [""Boeing 777"", ""Cessna 172"", ""Airbus A320""], ""correct"": ""Cessna 172"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,1. What is the primary purpose of lift dumpers?,Increase lift during takeoff,Destroy lift and increase drag after landing,Replace rudder during crosswinds,,Destroy lift and increase drag after landing,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary purpose of lift dumpers?"", ""question"": ""1. What is the primary purpose of lift dumpers?"", ""options"": [""Increase lift during takeoff"", ""Destroy lift and increase drag after landing"", ""Replace rudder during crosswinds""], ""correct"": ""Destroy lift and increase drag after landing"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,,,2. How do spoilers assist in steep descents?,By symmetrically reducing lift without accelerating,By increasing engine thrust,By deflecting downward as flaps,,By symmetrically reducing lift without accelerating,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. How do spoilers assist in steep descents?"", ""question"": ""2. How do spoilers assist in steep descents?"", ""options"": [""By symmetrically reducing lift without accelerating"", ""By increasing engine thrust"", ""By deflecting downward as flaps""], ""correct"": ""By symmetrically reducing lift without accelerating"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,3. What is a secondary function of spoilers?,Acting as primary roll control,Replacing elevators during pitch,Enhancing yaw stability,,Acting as primary roll control,EASY,,,,REVIEWED,KB direct (score=3),1,Module 11 Rans.pdf,"{""raw"": ""3. What is a secondary function of spoilers?"", ""question"": ""3. What is a secondary function of spoilers?"", ""options"": [""Acting as primary roll control"", ""Replacing elevators during pitch"", ""Enhancing yaw stability""], ""correct"": ""Acting as primary roll control"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,4. Why are spoilers less effective than speed brakes for drag production?,They cause cabin vibration when deployed,They cannot be used in flight,They reduce engine efficiency,,They reduce engine efficiency,MEDIUM,,,,REVIEWED,KB partial (score=3),1,Module 11 Rans.pdf,"{""raw"": ""4. Why are spoilers less effective than speed brakes for drag production?"", ""question"": ""4. Why are spoilers less effective than speed brakes for drag production?"", ""options"": [""They cause cabin vibration when deployed"", ""They cannot be used in flight"", ""They reduce engine efficiency""], ""correct"": ""They reduce engine efficiency"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,5. When are spoilers partially deployed symmetrically?,To assist in rapid deceleration during cruise,To replace ailerons during roll,To increase lift during landing,,To assist in rapid deceleration during cruise,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""5. When are spoilers partially deployed symmetrically?"", ""question"": ""5. When are spoilers partially deployed symmetrically?"", ""options"": [""To assist in rapid deceleration during cruise"", ""To replace ailerons during roll"", ""To increase lift during landing""], ""correct"": ""To assist in rapid deceleration during cruise"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4,,1. What is the key advantage of fuselage-mounted speed brakes?,No vibration transmission to the cabin,Elimination of wing spoilers,Increased lift during deployment,,No vibration transmission to the cabin,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the key advantage of fuselage-mounted speed brakes?"", ""question"": ""1. What is the key advantage of fuselage-mounted speed brakes?"", ""options"": [""No vibration transmission to the cabin"", ""Elimination of wing spoilers"", ""Increased lift during deployment""], ""correct"": ""No vibration transmission to the cabin"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.06,,2. When might speed brakes be used during approach?,To safely execute a go-around,To replace flap extension,To reduce engine power,,To safely execute a go-around,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. When might speed brakes be used during approach?"", ""question"": ""2. When might speed brakes be used during approach?"", ""options"": [""To safely execute a go-around"", ""To replace flap extension"", ""To reduce engine power""], ""correct"": ""To safely execute a go-around"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.13.1(b),,3. How do lift dumpers improve braking efficiency?,By transferring weight to the landing gear,By increasing aerodynamic lift,By reducing tire friction,,By transferring weight to the landing gear,MEDIUM,,,,REVIEWED,KB direct (score=5),1,Module 11 Rans.pdf,"{""raw"": ""3. How do lift dumpers improve braking efficiency?"", ""question"": ""3. How do lift dumpers improve braking efficiency?"", ""options"": [""By transferring weight to the landing gear"", ""By increasing aerodynamic lift"", ""By reducing tire friction""], ""correct"": ""By transferring weight to the landing gear"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,4. Which aircraft use clamshell-type speed brakes?,BAe 146 and Fokker 70,Boeing 747,Cessna Citation,,BAe 146 and Fokker 70,MEDIUM,,,,REVIEWED,KB direct (score=3),1,Module 11 Rans.pdf,"{""raw"": ""4. Which aircraft use clamshell-type speed brakes?"", ""question"": ""4. Which aircraft use clamshell-type speed brakes?"", ""options"": [""BAe 146 and Fokker 70"", ""Boeing 747"", ""Cessna Citation""], ""correct"": ""BAe 146 and Fokker 70"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(c),,5. Why are spoilers unsuitable for drag production during go-arounds?,They reduce lift unpredictably,They cannot be retracted quickly,They interfere with flap operation,,They reduce lift unpredictably,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""5. Why are spoilers unsuitable for drag production during go-arounds?"", ""question"": ""5. Why are spoilers unsuitable for drag production during go-arounds?"", ""options"": [""They reduce lift unpredictably"", ""They cannot be retracted quickly"", ""They interfere with flap operation""], ""correct"": ""They reduce lift unpredictably"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,1. What is the primary purpose of wing fences on swept-wing aircraft?,To increase engine thrust,To control span-wise airflow and improve aileron effectiveness,To reduce weight by replacing slats,,To control span-wise airflow and improve aileron effectiveness,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary purpose of wing fences on swept-wing aircraft?"", ""question"": ""1. What is the primary purpose of wing fences on swept-wing aircraft?"", ""options"": [""To increase engine thrust"", ""To control span-wise airflow and improve aileron effectiveness"", ""To reduce weight by replacing slats""], ""correct"": ""To control span-wise airflow and improve aileron effectiveness"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(c),,2. How do wing fences affect drag on swept wings?,They increase parasitic drag but reduce induced drag,They eliminate all span-wise airflow,"They prevent air ""spillage"" from lower to upper wing surfaces",,They increase parasitic drag but reduce induced drag,EASY,,,,REVIEWED,KB partial (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. How do wing fences affect drag on swept wings?"", ""question"": ""2. How do wing fences affect drag on swept wings?"", ""options"": [""They increase parasitic drag but reduce induced drag"", ""They eliminate all span-wise airflow"", ""They prevent air \""spillage\"" from lower to upper wing surfaces""], ""correct"": ""They increase parasitic drag but reduce induced drag"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(c)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,3. Where are wing fences typically located?,At the wingtip,Mid-span on the leading edge,Near the trailing edge flaps,,Near the trailing edge flaps,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. Where are wing fences typically located?"", ""question"": ""3. Where are wing fences typically located?"", ""options"": [""At the wingtip"", ""Mid-span on the leading edge"", ""Near the trailing edge flaps""], ""correct"": ""Near the trailing edge flaps"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.13.1(a),,4. What problem do wing fences address in swept-wing aerodynamics?,Excessive laminar flow at the root,Span-wise boundary layer drift reducing control surface effectiveness,Engine vibration transmission,,Span-wise boundary layer drift reducing control surface effectiveness,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What problem do wing fences address in swept-wing aerodynamics?"", ""question"": ""4. What problem do wing fences address in swept-wing aerodynamics?"", ""options"": [""Excessive laminar flow at the root"", ""Span-wise boundary layer drift reducing control surface effectiveness"", ""Engine vibration transmission""], ""correct"": ""Span-wise boundary layer drift reducing control surface effectiveness"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,5. Which aircraft type most commonly uses wing fences?,Straight-wing trainers,Swept-wing jets,Delta-wing fighters,,Straight-wing trainers,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Which aircraft type most commonly uses wing fences?"", ""question"": ""5. Which aircraft type most commonly uses wing fences?"", ""options"": [""Straight-wing trainers"", ""Swept-wing jets"", ""Delta-wing fighters""], ""correct"": ""Straight-wing trainers"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,1. How do saw-tooth leading edges differ from wing fences?,They increase wing chord without adding drag,They replace ailerons entirely,They are only used on supersonic aircraft,,They increase wing chord without adding drag,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How do saw-tooth leading edges differ from wing fences?"", ""question"": ""1. How do saw-tooth leading edges differ from wing fences?"", ""options"": [""They increase wing chord without adding drag"", ""They replace ailerons entirely"", ""They are only used on supersonic aircraft""], ""correct"": ""They increase wing chord without adding drag"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.13.1(b),,2. What is the aerodynamic effect of a leading-edge notch?,"Creates an invisible ""wall"" to straighten span-wise flow",Generates vortices for boundary layer control,Acts as a speed brake,,"Creates an invisible ""wall"" to straighten span-wise flow",MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What is the aerodynamic effect of a leading-edge notch?"", ""question"": ""2. What is the aerodynamic effect of a leading-edge notch?"", ""options"": [""Creates an invisible \""wall\"" to straighten span-wise flow"", ""Generates vortices for boundary layer control"", ""Acts as a speed brake""], ""correct"": ""Creates an invisible \""wall\"" to straighten span-wise flow"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,3. Why are saw-tooth edges more common on military aircraft?,They reduce radar signature,They avoid the drag/weight penalty of fences,They simplify manufacturing,,They reduce radar signature,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. Why are saw-tooth edges more common on military aircraft?"", ""question"": ""3. Why are saw-tooth edges more common on military aircraft?"", ""options"": [""They reduce radar signature"", ""They avoid the drag/weight penalty of fences"", ""They simplify manufacturing""], ""correct"": ""They reduce radar signature"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
