module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M5,M5.05.01,,"27. What does ""color depth"" mean in the context of electronic displays?",The physical thickness of the display.,The number of colors a display can show.,The display’s resolution.,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,11 Electronic Displays (2).docx,"{""raw"": ""27. What does \""color depth\"" mean in the context of electronic displays?\n    a) The physical thickness of the display.\n    b) The number of colors a display can show.\n    c) The display’s resolution."", ""question"": ""27. What does \""color depth\"" mean in the context of electronic displays?"", ""options"": [""The physical thickness of the display."", ""The number of colors a display can show."", ""The display’s resolution.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""11 Electronic Displays (2).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.05.01"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,28. What type of display uses an electric current to change the color of each pixel?,CRT.,LCD.,Plasma.,,C,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,11 Electronic Displays (2).docx,"{""raw"": ""28. What type of display uses an electric current to change the color of each pixel?\n    a) CRT.\n    b) LCD.\n    c) Plasma."", ""question"": ""28. What type of display uses an electric current to change the color of each pixel?"", ""options"": [""CRT."", ""LCD."", ""Plasma.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""11 Electronic Displays (2).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,M5.05.01,,29. Why is redundancy important in electronic display systems in aviation?,To reduce weight.,To simplify system design.,To ensure critical information is always available even if one display fails.,,C,MEDIUM,,,,ANSWERED,corpus page 132 (score=4),1,11 Electronic Displays (2).docx,"{""raw"": ""29. Why is redundancy important in electronic display systems in aviation?\n    a) To reduce weight.\n    b) To simplify system design.\n    c) To ensure critical information is always available even if one display fails."", ""question"": ""29. Why is redundancy important in electronic display systems in aviation?"", ""options"": [""To reduce weight."", ""To simplify system design."", ""To ensure critical information is always available even if one display fails.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""11 Electronic Displays (2).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.05.01"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,M5.05.04,,30. What feature helps pilots quickly interpret data on an EFIS?,Complex graphical interfaces.,Consistent and standardized display formats.,Multiple unrelated data sources.,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,11 Electronic Displays (2).docx,"{""raw"": ""30. What feature helps pilots quickly interpret data on an EFIS?\n    a) Complex graphical interfaces.\n    b) Consistent and standardized display formats.\n    c) Multiple unrelated data sources."", ""question"": ""30. What feature helps pilots quickly interpret data on an EFIS?"", ""options"": [""Complex graphical interfaces."", ""Consistent and standardized display formats."", ""Multiple unrelated data sources.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""11 Electronic Displays (2).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.05.04"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,M5.05.01,,1. What does ESD stand for in the context of electronics?,Electromagnetic Static Discharge,Electrostatic Discharge,Electronic Static Dissipation,,B,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""1. What does ESD stand for in the context of electronics?\n   a. Electromagnetic Static Discharge\n   b. Electrostatic Discharge\n   c. Electronic Static Dissipation"", ""question"": ""1. What does ESD stand for in the context of electronics?"", ""options"": [""Electromagnetic Static Discharge"", ""Electrostatic Discharge"", ""Electronic Static Dissipation""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.05.01"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,2. What is the primary cause of damage to Electrostatic Sensitive Devices (ESDs)?,High temperature,Static electricity,Humidity,,A,MEDIUM,,,,ANSWERED,Verified correction (score=0.75),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""2. What is the primary cause of damage to Electrostatic Sensitive Devices (ESDs)?\n   a. High temperature\n   b. Static electricity\n   c. Humidity"", ""question"": ""2. What is the primary cause of damage to Electrostatic Sensitive Devices (ESDs)?"", ""options"": [""High temperature"", ""Static electricity"", ""Humidity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,3. Which material is commonly used to create an ESD-safe work surface?,Conductive mat,Wood,Plastic,,A,MEDIUM,,,,ANSWERED,Domain-verified (score=0.50),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""3. Which material is commonly used to create an ESD-safe work surface?\n   a. Conductive mat\n   b. Wood\n   c. Plastic"", ""question"": ""3. Which material is commonly used to create an ESD-safe work surface?"", ""options"": [""Conductive mat"", ""Wood"", ""Plastic""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,4. What is the main purpose of using ESD wrist straps?,To protect the technician from electric shock,To ground the technician and prevent static buildup,To identify ESD-sensitive components,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""4. What is the main purpose of using ESD wrist straps?\n   a. To protect the technician from electric shock\n   b. To ground the technician and prevent static buildup\n   c. To identify ESD-sensitive components"", ""question"": ""4. What is the main purpose of using ESD wrist straps?"", ""options"": [""To protect the technician from electric shock"", ""To ground the technician and prevent static buildup"", ""To identify ESD-sensitive components""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,"5. When handling ESD-sensitive devices, what should be worn to prevent static discharge?",ESD wrist strap,Latex gloves,Safety glasses,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""5. When handling ESD-sensitive devices, what should be worn to prevent static discharge?\n   a. ESD wrist strap\n   b. Latex gloves\n   c. Safety glasses"", ""question"": ""5. When handling ESD-sensitive devices, what should be worn to prevent static discharge?"", ""options"": [""ESD wrist strap"", ""Latex gloves"", ""Safety glasses""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,,,6. How should ESD-sensitive components be stored to prevent damage?,In a wooden box,In an anti-static bag,In a plastic container,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""6. How should ESD-sensitive components be stored to prevent damage?\n   a. In a wooden box\n   b. In an anti-static bag\n   c. In a plastic container"", ""question"": ""6. How should ESD-sensitive components be stored to prevent damage?"", ""options"": [""In a wooden box"", ""In an anti-static bag"", ""In a plastic container""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,,,7. What type of flooring is recommended for an ESD-safe area?,Carpet,Conductive flooring,Tile,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""7. What type of flooring is recommended for an ESD-safe area?\n   a. Carpet\n   b. Conductive flooring\n   c. Tile"", ""question"": ""7. What type of flooring is recommended for an ESD-safe area?"", ""options"": [""Carpet"", ""Conductive flooring"", ""Tile""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.9,2,8. What is the recommended relative humidity level to minimize static electricity?,Below 20%,30-50%,Above 50%,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""8. What is the recommended relative humidity level to minimize static electricity?\n   a. Below 20%\n   b. 30-50%\n   c. Above 50%"", ""question"": ""8. What is the recommended relative humidity level to minimize static electricity?"", ""options"": [""Below 20%"", ""30-50%"", ""Above 50%""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.9"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,9. Which tool is specifically designed to test the functionality of ESD wrist straps?,Multimeter,Wrist strap tester,Oscilloscope,,B,MEDIUM,,,,ANSWERED,Domain-verified (score=0.67),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""9. Which tool is specifically designed to test the functionality of ESD wrist straps?\n   a. Multimeter\n   b. Wrist strap tester\n   c. Oscilloscope"", ""question"": ""9. Which tool is specifically designed to test the functionality of ESD wrist straps?"", ""options"": [""Multimeter"", ""Wrist strap tester"", ""Oscilloscope""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,10. What type of packaging should be used for shipping ESD-sensitive components?,Anti-static packaging,Bubble wrap,Cardboard boxes,,A,MEDIUM,,,,ANSWERED,corpus page 236 (score=4),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""10. What type of packaging should be used for shipping ESD-sensitive components?\n    a. Anti-static packaging\n    b. Bubble wrap\n    c. Cardboard boxes"", ""question"": ""10. What type of packaging should be used for shipping ESD-sensitive components?"", ""options"": [""Anti-static packaging"", ""Bubble wrap"", ""Cardboard boxes""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.5(a),,11. Which of the following is a common indicator that a component is ESD-sensitive?,ESD warning symbol,Green sticker,Blue tape,,A,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""11. Which of the following is a common indicator that a component is ESD-sensitive?\n    a. ESD warning symbol\n    b. Green sticker\n    c. Blue tape"", ""question"": ""11. Which of the following is a common indicator that a component is ESD-sensitive?"", ""options"": [""ESD warning symbol"", ""Green sticker"", ""Blue tape""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.5(a)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,12. How should you discharge static electricity before handling ESD-sensitive devices?,Touching a grounded metal object,Wearing rubber gloves,Standing on a plastic mat,,A,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""12. How should you discharge static electricity before handling ESD-sensitive devices?\n    a. Touching a grounded metal object\n    b. Wearing rubber gloves\n    c. Standing on a plastic mat"", ""question"": ""12. How should you discharge static electricity before handling ESD-sensitive devices?"", ""options"": [""Touching a grounded metal object"", ""Wearing rubber gloves"", ""Standing on a plastic mat""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,13. What is the maximum allowable resistance for an ESD wrist strap to be considered functional?,10 ohms,1 megohm,1000 ohms,,B,MEDIUM,,,,ANSWERED,Verified correction (score=0.50),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""13. What is the maximum allowable resistance for an ESD wrist strap to be considered functional?\n    a. 10 ohms\n    b. 1 megohm\n    c. 1000 ohms"", ""question"": ""13. What is the maximum allowable resistance for an ESD wrist strap to be considered functional?"", ""options"": [""10 ohms"", ""1 megohm"", ""1000 ohms""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,14. Which environmental factor can increase the risk of ESD damage?,Low humidity,High temperature,High humidity,,A,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""14. Which environmental factor can increase the risk of ESD damage?\n    a. Low humidity\n    b. High temperature\n    c. High humidity"", ""question"": ""14. Which environmental factor can increase the risk of ESD damage?"", ""options"": [""Low humidity"", ""High temperature"", ""High humidity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,15. Which item should not be present in an ESD-safe work area?,Regular plastic bags,ESD-safe containers,Grounded mats,,A,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""15. Which item should not be present in an ESD-safe work area?\n    a. Regular plastic bags\n    b. ESD-safe containers\n    c. Grounded mats"", ""question"": ""15. Which item should not be present in an ESD-safe work area?"", ""options"": [""Regular plastic bags"", ""ESD-safe containers"", ""Grounded mats""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,16. What is the purpose of an ESD grounding mat?,To insulate the workbench,To prevent tools from slipping,To dissipate static charges safely,,C,EASY,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""16. What is the purpose of an ESD grounding mat?\n    a. To insulate the workbench\n    b. To prevent tools from slipping\n    c. To dissipate static charges safely"", ""question"": ""16. What is the purpose of an ESD grounding mat?"", ""options"": [""To insulate the workbench"", ""To prevent tools from slipping"", ""To dissipate static charges safely""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""EASY""}"
M5,,,17. Why should you avoid using regular adhesive tape with ESD-sensitive devices?,It is not strong enough,It can generate static electricity,It is too expensive,,B,MEDIUM,,,,ANSWERED,corpus page 236 (score=4),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""17. Why should you avoid using regular adhesive tape with ESD-sensitive devices?\n    a. It is not strong enough\n    b. It can generate static electricity\n    c. It is too expensive"", ""question"": ""17. Why should you avoid using regular adhesive tape with ESD-sensitive devices?"", ""options"": [""It is not strong enough"", ""It can generate static electricity"", ""It is too expensive""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,,,18. Which material should ESD-sensitive devices not come into contact with?,Styrofoam,Aluminum foil,Paper,,A,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""18. Which material should ESD-sensitive devices not come into contact with?\n    a. Styrofoam\n    b. Aluminum foil\n    c. Paper"", ""question"": ""18. Which material should ESD-sensitive devices not come into contact with?"", ""options"": [""Styrofoam"", ""Aluminum foil"", ""Paper""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,19. What is the recommended method for cleaning ESD-safe surfaces?,Using a vacuum cleaner,Using an ESD-safe cleaner,Using water,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""19. What is the recommended method for cleaning ESD-safe surfaces?\n    a. Using a vacuum cleaner\n    b. Using an ESD-safe cleaner\n    c. Using water"", ""question"": ""19. What is the recommended method for cleaning ESD-safe surfaces?"", ""options"": [""Using a vacuum cleaner"", ""Using an ESD-safe cleaner"", ""Using water""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,20. Which of the following is a correct practice when handling ESD-sensitive devices?,Handling components by the pins,Handling components by the edges,Handling components with bare hands,,C,MEDIUM,,,,ANSWERED,corpus page 237 (score=4),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""20. Which of the following is a correct practice when handling ESD-sensitive devices?\n    a. Handling components by the pins\n    b. Handling components by the edges\n    c. Handling components with bare hands"", ""question"": ""20. Which of the following is a correct practice when handling ESD-sensitive devices?"", ""options"": [""Handling components by the pins"", ""Handling components by the edges"", ""Handling components with bare hands""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,21. What should be done if an ESD wrist strap fails its test?,Continue using it,Replace or repair it,Use it without grounding,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""21. What should be done if an ESD wrist strap fails its test?\n    a. Continue using it\n    b. Replace or repair it\n    c. Use it without grounding"", ""question"": ""21. What should be done if an ESD wrist strap fails its test?"", ""options"": [""Continue using it"", ""Replace or repair it"", ""Use it without grounding""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,22. Which of the following is a sign of potential ESD damage in a component?,Intermittent operation,Physical cracks,Discoloration,,A,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""22. Which of the following is a sign of potential ESD damage in a component?\n    a. Intermittent operation\n    b. Physical cracks\n    c. Discoloration"", ""question"": ""22. Which of the following is a sign of potential ESD damage in a component?"", ""options"": [""Intermittent operation"", ""Physical cracks"", ""Discoloration""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,23. What type of clothing is recommended in an ESD-safe area?,Wool sweaters,Cotton or ESD-safe clothing,Nylon jackets,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""23. What type of clothing is recommended in an ESD-safe area?\n    a. Wool sweaters\n    b. Cotton or ESD-safe clothing\n    c. Nylon jackets"", ""question"": ""23. What type of clothing is recommended in an ESD-safe area?"", ""options"": [""Wool sweaters"", ""Cotton or ESD-safe clothing"", ""Nylon jackets""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,24. What should be done with ESD-sensitive devices immediately after removing them from anti-static packaging?,Place them on any surface,Handle them on a grounded surface,Leave them on the packaging,,C,MEDIUM,,,,ANSWERED,corpus page 236 (score=7),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""24. What should be done with ESD-sensitive devices immediately after removing them from anti-static packaging?\n    a. Place them on any surface\n    b. Handle them on a grounded surface\n    c. Leave them on the packaging"", ""question"": ""24. What should be done with ESD-sensitive devices immediately after removing them from anti-static packaging?"", ""options"": [""Place them on any surface"", ""Handle them on a grounded surface"", ""Leave them on the packaging""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,25. Which is a correct action to minimize ESD risk while working with components?,Using ionizers to neutralize static charges,Increasing the temperature,Wearing synthetic clothing,,A,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""25. Which is a correct action to minimize ESD risk while working with components?\n    a. Using ionizers to neutralize static charges\n    b. Increasing the temperature\n    c. Wearing synthetic clothing"", ""question"": ""25. Which is a correct action to minimize ESD risk while working with components?"", ""options"": [""Using ionizers to neutralize static charges"", ""Increasing the temperature"", ""Wearing synthetic clothing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,26. Why is it important to keep ESD-sensitive components away from high-voltage equipment?,To prevent accidental static discharge,To improve performance,To reduce noise interference,,A,MEDIUM,,,,ANSWERED,corpus page 257 (score=3),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""26. Why is it important to keep ESD-sensitive components away from high-voltage equipment?\n    a. To prevent accidental static discharge\n    b. To improve performance\n    c. To reduce noise interference"", ""question"": ""26. Why is it important to keep ESD-sensitive components away from high-voltage equipment?"", ""options"": [""To prevent accidental static discharge"", ""To improve performance"", ""To reduce noise interference""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,27. What is the primary function of ESD-safe footwear?,To protect feet from heavy objects,To dissipate static charges,To provide comfort,,A,MEDIUM,,,,ANSWERED,Domain-verified (score=0.67),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""27. What is the primary function of ESD-safe footwear?\n    a. To protect feet from heavy objects\n    b. To dissipate static charges\n    c. To provide comfort"", ""question"": ""27. What is the primary function of ESD-safe footwear?"", ""options"": [""To protect feet from heavy objects"", ""To dissipate static charges"", ""To provide comfort""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M5,,,28. Why should anti-static bags be used for ESD-sensitive devices?,They are cost-effective,They prevent static buildup,They are waterproof,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""28. Why should anti-static bags be used for ESD-sensitive devices?\n    a. They are cost-effective\n    b. They prevent static buildup\n    c. They are waterproof"", ""question"": ""28. Why should anti-static bags be used for ESD-sensitive devices?"", ""options"": [""They are cost-effective"", ""They prevent static buildup"", ""They are waterproof""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,,,29. Which method is commonly used to ground an ESD workstation?,Connecting to a metal chair,Connecting to a ground point,Using rubber mats,,B,MEDIUM,,,,ANSWERED,Domain-knowledge answer (score=1.00),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""29. Which method is commonly used to ground an ESD workstation?\n    a. Connecting to a metal chair\n    b. Connecting to a ground point\n    c. Using rubber mats"", ""question"": ""29. Which method is commonly used to ground an ESD workstation?"", ""options"": [""Connecting to a metal chair"", ""Connecting to a ground point"", ""Using rubber mats""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,,,30. Which type of brush should be used for cleaning ESD-sensitive devices?,Anti-static brush,Metal brush,Plastic brush,,A,MEDIUM,,,,ANSWERED,corpus page 239 (score=4),1,12 Electrostatic Sensitive Devices (1).docx,"{""raw"": ""30. Which type of brush should be used for cleaning ESD-sensitive devices?\n    a. Anti-static brush\n    b. Metal brush\n    c. Plastic brush"", ""question"": ""30. Which type of brush should be used for cleaning ESD-sensitive devices?"", ""options"": [""Anti-static brush"", ""Metal brush"", ""Plastic brush""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (1).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""difficulty"": ""MEDIUM""}"
M5,M5.5.6(b),,1. What is the primary cause of electrostatic discharge (ESD)?,Magnetic fields.,Static electricity.,Electromagnetic interference.,,B,MEDIUM,,,,ANSWERED,Domain-verified (score=0.50),1,12 Electrostatic Sensitive Devices (2).docx,"{""raw"": ""1. What is the primary cause of electrostatic discharge (ESD)?\n    a) Magnetic fields.\n    b) Static electricity.\n    c) Electromagnetic interference."", ""question"": ""1. What is the primary cause of electrostatic discharge (ESD)?"", ""options"": [""Magnetic fields."", ""Static electricity."", ""Electromagnetic interference.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""12 Electrostatic Sensitive Devices (2).docx"", ""source_module"": ""M5"", ""fmt"": ""docx"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
