module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M11A,M11A.11.03,,5. Which aircraft commonly uses flaperons?,Boeing 777,Cessna 172,Airbus A320,,Cessna 172,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""5. Which aircraft commonly uses flaperons?\nA) Boeing 777\nB) Cessna 172\nC) Airbus A320\nImage 14 (Fig 01.21 - Spoilers & Lift Dumpers)"", ""question"": ""5. Which aircraft commonly uses flaperons?"", ""options"": [""Boeing 777"", ""Cessna 172"", ""Airbus A320""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.11.9(a),,1. What is the primary purpose of lift dumpers?,Increase lift during takeoff,Destroy lift and increase drag after landing,Replace rudder during crosswinds,,Destroy lift and increase drag after landing,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary purpose of lift dumpers?\nA) Increase lift during takeoff\nB) Destroy lift and increase drag after landing\nC) Replace rudder during crosswinds"", ""question"": ""1. What is the primary purpose of lift dumpers?"", ""options"": [""Increase lift during takeoff"", ""Destroy lift and increase drag after landing"", ""Replace rudder during crosswinds""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,,,2. How do spoilers assist in steep descents?,By symmetrically reducing lift without accelerating,By increasing engine thrust,By deflecting downward as flaps,,By symmetrically reducing lift without accelerating,EASY,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. How do spoilers assist in steep descents?\nA) By symmetrically reducing lift without accelerating\nB) By increasing engine thrust\nC) By deflecting downward as flaps"", ""question"": ""2. How do spoilers assist in steep descents?"", ""options"": [""By symmetrically reducing lift without accelerating"", ""By increasing engine thrust"", ""By deflecting downward as flaps""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""difficulty"": ""EASY""}"
M11A,M11A.11.9(a),,3. What is a secondary function of spoilers?,Acting as primary roll control,Replacing elevators during pitch,Enhancing yaw stability,,Acting as primary roll control,EASY,,,,REVIEWED,KB direct (score=3),1,Module 11 Rans.pdf,"{""raw"": ""3. What is a secondary function of spoilers?\nA) Acting as primary roll control\nB) Replacing elevators during pitch\nC) Enhancing yaw stability"", ""question"": ""3. What is a secondary function of spoilers?"", ""options"": [""Acting as primary roll control"", ""Replacing elevators during pitch"", ""Enhancing yaw stability""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.11.04,,4. Why are spoilers less effective than speed brakes for drag production?,They cause cabin vibration when deployed,They cannot be used in flight,They reduce engine efficiency,,They reduce engine efficiency,MEDIUM,,,,REVIEWED,KB partial (score=3),1,Module 11 Rans.pdf,"{""raw"": ""4. Why are spoilers less effective than speed brakes for drag production?\nA) They cause cabin vibration when deployed\nB) They cannot be used in flight\nC) They reduce engine efficiency"", ""question"": ""4. Why are spoilers less effective than speed brakes for drag production?"", ""options"": [""They cause cabin vibration when deployed"", ""They cannot be used in flight"", ""They reduce engine efficiency""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.2.5,,5. When are spoilers partially deployed symmetrically?,To assist in rapid deceleration during cruise,To replace ailerons during roll,To increase lift during landing,,To assist in rapid deceleration during cruise,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""5. When are spoilers partially deployed symmetrically?\nA) To assist in rapid deceleration during cruise\nB) To replace ailerons during roll\nC) To increase lift during landing\nImage 15 (Fig 01.22 - Speed Brakes & Lift Dumpers)"", ""question"": ""5. When are spoilers partially deployed symmetrically?"", ""options"": [""To assist in rapid deceleration during cruise"", ""To replace ailerons during roll"", ""To increase lift during landing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.4,,1. What is the key advantage of fuselage-mounted speed brakes?,No vibration transmission to the cabin,Elimination of wing spoilers,Increased lift during deployment,,No vibration transmission to the cabin,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the key advantage of fuselage-mounted speed brakes?\nA) No vibration transmission to the cabin\nB) Elimination of wing spoilers\nC) Increased lift during deployment"", ""question"": ""1. What is the key advantage of fuselage-mounted speed brakes?"", ""options"": [""No vibration transmission to the cabin"", ""Elimination of wing spoilers"", ""Increased lift during deployment""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.06,,2. When might speed brakes be used during approach?,To safely execute a go-around,To replace flap extension,To reduce engine power,,To safely execute a go-around,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. When might speed brakes be used during approach?\nA) To safely execute a go-around\nB) To replace flap extension\nC) To reduce engine power"", ""question"": ""2. When might speed brakes be used during approach?"", ""options"": [""To safely execute a go-around"", ""To replace flap extension"", ""To reduce engine power""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.13.1(b),,3. How do lift dumpers improve braking efficiency?,By transferring weight to the landing gear,By increasing aerodynamic lift,By reducing tire friction,,By transferring weight to the landing gear,MEDIUM,,,,REVIEWED,KB direct (score=5),1,Module 11 Rans.pdf,"{""raw"": ""3. How do lift dumpers improve braking efficiency?\nA) By transferring weight to the landing gear\nB) By increasing aerodynamic lift\nC) By reducing tire friction"", ""question"": ""3. How do lift dumpers improve braking efficiency?"", ""options"": [""By transferring weight to the landing gear"", ""By increasing aerodynamic lift"", ""By reducing tire friction""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.03,,4. Which aircraft use clamshell-type speed brakes?,BAe 146 and Fokker 70,Boeing 747,Cessna Citation,,BAe 146 and Fokker 70,MEDIUM,,,,REVIEWED,KB direct (score=3),1,Module 11 Rans.pdf,"{""raw"": ""4. Which aircraft use clamshell-type speed brakes?\nA) BAe 146 and Fokker 70\nB) Boeing 747\nC) Cessna Citation"", ""question"": ""4. Which aircraft use clamshell-type speed brakes?"", ""options"": [""BAe 146 and Fokker 70"", ""Boeing 747"", ""Cessna Citation""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.9(c),,5. Why are spoilers unsuitable for drag production during go-arounds?,They reduce lift unpredictably,They cannot be retracted quickly,They interfere with flap operation,,They reduce lift unpredictably,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""5. Why are spoilers unsuitable for drag production during go-arounds?\nA) They reduce lift unpredictably\nB) They cannot be retracted quickly\nC) They interfere with flap operation\nImage 16 (Fig 01.23 - Wing Fences)"", ""question"": ""5. Why are spoilers unsuitable for drag production during go-arounds?"", ""options"": [""They reduce lift unpredictably"", ""They cannot be retracted quickly"", ""They interfere with flap operation""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(c)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.9(a),,1. What is the primary purpose of wing fences on swept-wing aircraft?,To increase engine thrust,To control span-wise airflow and improve aileron effectiveness,To reduce weight by replacing slats,,To control span-wise airflow and improve aileron effectiveness,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary purpose of wing fences on swept-wing aircraft?\nA) To increase engine thrust\nB) To control span-wise airflow and improve aileron effectiveness\nC) To reduce weight by replacing slats"", ""question"": ""1. What is the primary purpose of wing fences on swept-wing aircraft?"", ""options"": [""To increase engine thrust"", ""To control span-wise airflow and improve aileron effectiveness"", ""To reduce weight by replacing slats""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.4(c),,2. How do wing fences affect drag on swept wings?,They increase parasitic drag but reduce induced drag,They eliminate all span-wise airflow,"They prevent air ""spillage"" from lower to upper wing surfaces",,They increase parasitic drag but reduce induced drag,EASY,,,,REVIEWED,KB partial (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. How do wing fences affect drag on swept wings?\nA) They increase parasitic drag but reduce induced drag\nB) They eliminate all span-wise airflow\nC) They prevent air \""spillage\"" from lower to upper wing surfaces"", ""question"": ""2. How do wing fences affect drag on swept wings?"", ""options"": [""They increase parasitic drag but reduce induced drag"", ""They eliminate all span-wise airflow"", ""They prevent air \""spillage\"" from lower to upper wing surfaces""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(c)"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.2.5,,3. Where are wing fences typically located?,At the wingtip,Mid-span on the leading edge,Near the trailing edge flaps,,Near the trailing edge flaps,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. Where are wing fences typically located?\nA) At the wingtip\nB) Mid-span on the leading edge\nC) Near the trailing edge flaps"", ""question"": ""3. Where are wing fences typically located?"", ""options"": [""At the wingtip"", ""Mid-span on the leading edge"", ""Near the trailing edge flaps""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.13.1(a),,4. What problem do wing fences address in swept-wing aerodynamics?,Excessive laminar flow at the root,Span-wise boundary layer drift reducing control surface effectiveness,Engine vibration transmission,,Span-wise boundary layer drift reducing control surface effectiveness,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What problem do wing fences address in swept-wing aerodynamics?\nA) Excessive laminar flow at the root\nB) Span-wise boundary layer drift reducing control surface effectiveness\nC) Engine vibration transmission"", ""question"": ""4. What problem do wing fences address in swept-wing aerodynamics?"", ""options"": [""Excessive laminar flow at the root"", ""Span-wise boundary layer drift reducing control surface effectiveness"", ""Engine vibration transmission""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(a)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.03,,5. Which aircraft type most commonly uses wing fences?,Straight-wing trainers,Swept-wing jets,Delta-wing fighters,,Straight-wing trainers,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Which aircraft type most commonly uses wing fences?\nA) Straight-wing trainers\nB) Swept-wing jets\nC) Delta-wing fighters\nImage 17 (Fig 01.24 - Wing Fences / Fig 01.25 - Leading Edge Notch)"", ""question"": ""5. Which aircraft type most commonly uses wing fences?"", ""options"": [""Straight-wing trainers"", ""Swept-wing jets"", ""Delta-wing fighters""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.03,,1. How do saw-tooth leading edges differ from wing fences?,They increase wing chord without adding drag,They replace ailerons entirely,They are only used on supersonic aircraft,,They increase wing chord without adding drag,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How do saw-tooth leading edges differ from wing fences?\nA) They increase wing chord without adding drag\nB) They replace ailerons entirely\nC) They are only used on supersonic aircraft"", ""question"": ""1. How do saw-tooth leading edges differ from wing fences?"", ""options"": [""They increase wing chord without adding drag"", ""They replace ailerons entirely"", ""They are only used on supersonic aircraft""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.13.1(b),,2. What is the aerodynamic effect of a leading-edge notch?,"Creates an invisible ""wall"" to straighten span-wise flow",Generates vortices for boundary layer control,Acts as a speed brake,,"Creates an invisible ""wall"" to straighten span-wise flow",MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What is the aerodynamic effect of a leading-edge notch?\nA) Creates an invisible \""wall\"" to straighten span-wise flow\nB) Generates vortices for boundary layer control\nC) Acts as a speed brake"", ""question"": ""2. What is the aerodynamic effect of a leading-edge notch?"", ""options"": [""Creates an invisible \""wall\"" to straighten span-wise flow"", ""Generates vortices for boundary layer control"", ""Acts as a speed brake""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.03,,3. Why are saw-tooth edges more common on military aircraft?,They reduce radar signature,They avoid the drag/weight penalty of fences,They simplify manufacturing,,They reduce radar signature,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. Why are saw-tooth edges more common on military aircraft?\nA) They reduce radar signature\nB) They avoid the drag/weight penalty of fences\nC) They simplify manufacturing"", ""question"": ""3. Why are saw-tooth edges more common on military aircraft?"", ""options"": [""They reduce radar signature"", ""They avoid the drag/weight penalty of fences"", ""They simplify manufacturing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.9(a),,4. What is the primary benefit of winglets?,Convert wingtip vortices into forward thrust,Increase cabin pressurization efficiency,Replace horizontal stabilizers,,Convert wingtip vortices into forward thrust,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What is the primary benefit of winglets?\nA) Convert wingtip vortices into forward thrust\nB) Increase cabin pressurization efficiency\nC) Replace horizontal stabilizers"", ""question"": ""4. What is the primary benefit of winglets?"", ""options"": [""Convert wingtip vortices into forward thrust"", ""Increase cabin pressurization efficiency"", ""Replace horizontal stabilizers""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.81.2,,5. How do winglets improve fuel efficiency?,By reducing induced drag at wingtips,By increasing laminar flow over flaps,By blocking span-wise airflow,,By reducing induced drag at wingtips,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. How do winglets improve fuel efficiency?\nA) By reducing induced drag at wingtips\nB) By increasing laminar flow over flaps\nC) By blocking span-wise airflow\nImage 18 (Boundary Layer Control)"", ""question"": ""5. How do winglets improve fuel efficiency?"", ""options"": [""By reducing induced drag at wingtips"", ""By increasing laminar flow over flaps"", ""By blocking span-wise airflow""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.81.2"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.11.09,,1. What defines the boundary layer on a wing?,Airflow velocity ranging from zero at the surface to free-stream speed,The area where shock waves form during supersonic flight,The space between wing spars,,Airflow velocity ranging from zero at the surface to free-stream speed,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What defines the boundary layer on a wing?\nA) Airflow velocity ranging from zero at the surface to free-stream speed\nB) The area where shock waves form during supersonic flight\nC) The space between wing spars"", ""question"": ""1. What defines the boundary layer on a wing?"", ""options"": [""Airflow velocity ranging from zero at the surface to free-stream speed"", ""The area where shock waves form during supersonic flight"", ""The space between wing spars""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.09"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.11.4(e),,2. What happens to the boundary layer as airflow moves toward the trailing edge?,It becomes thinner and laminar,It transitions from laminar to turbulent,It detaches completely from the wing,,It transitions from laminar to turbulent,MEDIUM,,,,REVIEWED,KB partial (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. What happens to the boundary layer as airflow moves toward the trailing edge?\nA) It becomes thinner and laminar\nB) It transitions from laminar to turbulent\nC) It detaches completely from the wing"", ""question"": ""2. What happens to the boundary layer as airflow moves toward the trailing edge?"", ""options"": [""It becomes thinner and laminar"", ""It transitions from laminar to turbulent"", ""It detaches completely from the wing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.4(e),,"3. What is the ""transition point""?",Where laminar flow becomes turbulent,Where flaps deploy during landing,The junction between wing and fuselage,,Where laminar flow becomes turbulent,EASY,,,,REVIEWED,Final KB direct (score=2),1,Module 11 Rans.pdf,"{""raw"": ""3. What is the \""transition point\""?\nA) Where laminar flow becomes turbulent\nB) Where flaps deploy during landing\nC) The junction between wing and fuselage"", ""question"": ""3. What is the \""transition point\""?"", ""options"": [""Where laminar flow becomes turbulent"", ""Where flaps deploy during landing"", ""The junction between wing and fuselage""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.3.000,,4. How does increasing airspeed affect the transition point?,Moves it forward toward the leading edge,Has no effect on boundary layer behavior,Causes immediate airflow separation,,Moves it forward toward the leading edge,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. How does increasing airspeed affect the transition point?\nA) Moves it forward toward the leading edge\nB) Has no effect on boundary layer behavior\nC) Causes immediate airflow separation"", ""question"": ""4. How does increasing airspeed affect the transition point?"", ""options"": [""Moves it forward toward the leading edge"", ""Has no effect on boundary layer behavior"", ""Causes immediate airflow separation""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.04,,5. Which devices are used for boundary layer control?,Vortex generators and stall wedges,Winglets and fences,Spoilers and speed brakes,,Vortex generators and stall wedges,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Which devices are used for boundary layer control?\nA) Vortex generators and stall wedges\nB) Winglets and fences\nC) Spoilers and speed brakes\nImage 19 (Fig 01.28 - Vortex Generators)"", ""question"": ""5. Which devices are used for boundary layer control?"", ""options"": [""Vortex generators and stall wedges"", ""Winglets and fences"", ""Spoilers and speed brakes""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.4(e),,1. How do vortex generators energize the boundary layer?,By shedding vortices that mix high-energy air into sluggish airflow,By heating the wing surface,By deflecting airflow downward,,By shedding vortices that mix high-energy air into sluggish airflow,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How do vortex generators energize the boundary layer?\nA) By shedding vortices that mix high-energy air into sluggish airflow\nB) By heating the wing surface\nC) By deflecting airflow downward"", ""question"": ""1. How do vortex generators energize the boundary layer?"", ""options"": [""By shedding vortices that mix high-energy air into sluggish airflow"", ""By heating the wing surface"", ""By deflecting airflow downward""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(e)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.2.5,,2. Where are vortex generators typically installed?,On the vertical stabilizer,"On the wing surface, projecting into the free stream",Inside engine nacelles,,"On the wing surface, projecting into the free stream",MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where are vortex generators typically installed?\nA) On the vertical stabilizer\nB) On the wing surface, projecting into the free stream\nC) Inside engine nacelles"", ""question"": ""2. Where are vortex generators typically installed?"", ""options"": [""On the vertical stabilizer"", ""On the wing surface, projecting into the free stream"", ""Inside engine nacelles""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.2(b),,3. What drag trade-off do vortex generators create?,Small vortex drag for significant boundary layer drag reduction,Increased parasitic drag with no benefit,Complete elimination of induced drag,,Small vortex drag for significant boundary layer drag reduction,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What drag trade-off do vortex generators create?\nA) Small vortex drag for significant boundary layer drag reduction\nB) Increased parasitic drag with no benefit\nC) Complete elimination of induced drag"", ""question"": ""3. What drag trade-off do vortex generators create?"", ""options"": [""Small vortex drag for significant boundary layer drag reduction"", ""Increased parasitic drag with no benefit"", ""Complete elimination of induced drag""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.2(b),,4. How do vortex generators affect shock waves at high speeds?,Weaken them to reduce shock drag,Intensify them for better control,Have no measurable effect,,Weaken them to reduce shock drag,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. How do vortex generators affect shock waves at high speeds?\nA) Weaken them to reduce shock drag\nB) Intensify them for better control\nC) Have no measurable effect"", ""question"": ""4. How do vortex generators affect shock waves at high speeds?"", ""options"": [""Weaken them to reduce shock drag"", ""Intensify them for better control"", ""Have no measurable effect""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.3.000,,What is the approximate height of vortex generators relative to the boundary,1x boundary layer thickness,3x boundary layer thickness,10x boundary layer thickness,,1x boundary layer thickness,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What is the approximate height of vortex generators relative to the boundary\nlayer?\nA) 1x boundary layer thickness\nB) 3x boundary layer thickness\nC) 10x boundary layer thickness\nImage 20 (Fig 01.29 - Stall Wedge / Fig 01.30 - Leading Edge Flaps)"", ""question"": ""What is the approximate height of vortex generators relative to the boundary"", ""options"": [""1x boundary layer thickness"", ""3x boundary layer thickness"", ""10x boundary layer thickness""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.3.000,,1. What is the purpose of stall wedges?,Ensure the wing root stalls before the tip,Increase cruise speed efficiency,Replace ailerons during landing,,Ensure the wing root stalls before the tip,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the purpose of stall wedges?\nA) Ensure the wing root stalls before the tip\nB) Increase cruise speed efficiency\nC) Replace ailerons during landing"", ""question"": ""1. What is the purpose of stall wedges?"", ""options"": [""Ensure the wing root stalls before the tip"", ""Increase cruise speed efficiency"", ""Replace ailerons during landing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": null, ""difficulty"": ""EASY""}"
