module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M4,,,40. What is the function of a clamper circuit using diodes?,Amplify the signal,Rectify the signal,Shift the signal voltage level,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""40. What is the function of a clamper circuit using diodes?\n     a) Amplify the signal\n     b) Rectify the signal\n     c) Shift the signal voltage level"", ""question"": ""40. What is the function of a clamper circuit using diodes?"", ""options"": [""Amplify the signal"", ""Rectify the signal"", ""Shift the signal voltage level""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,41. Which configuration in transistors provides the highest voltage gain?,Common collector,Common emitter,Common base,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Common emitter configuration provides voltage amplification,4.1 Diodes.docx,"{""raw"": ""41. Which configuration in transistors provides the highest voltage gain?\n     a) Common collector\n     b) Common emitter\n     c) Common base"", ""question"": ""41. Which configuration in transistors provides the highest voltage gain?"", ""options"": [""Common collector"", ""Common emitter"", ""Common base""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,42. What is a key characteristic of thin film integrated circuits?,They can handle high power.,They use a thin layer of conductive material.,They are used for passive components only.,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""42. What is a key characteristic of thin film integrated circuits?\n     a) They can handle high power.\n     b) They use a thin layer of conductive material.\n     c) They are used for passive components only."", ""question"": ""42. What is a key characteristic of thin film integrated circuits?"", ""options"": [""They can handle high power."", ""They use a thin layer of conductive material."", ""They are used for passive components only.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,,,43. What does a clipper circuit do?,Removes parts of the signal beyond a certain level,Amplifies the signal,Inverts the signal,,A,EASY,,,,DRAFT,ANSWERED,Found in Suntech corpus - Clipping removes part of the positive or negative peaks of a signal,4.1 Diodes.docx,"{""raw"": ""43. What does a clipper circuit do?\n     a) Removes parts of the signal beyond a certain level\n     b) Amplifies the signal\n     c) Inverts the signal"", ""question"": ""43. What does a clipper circuit do?"", ""options"": [""Removes parts of the signal beyond a certain level"", ""Amplifies the signal"", ""Inverts the signal""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,,,44. Which semiconductor device is known for its high switching speed?,Bipolar Junction Transistor (BJT),Field-Effect Transistor (FET),Diode,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""44. Which semiconductor device is known for its high switching speed?\n     a) Bipolar Junction Transistor (BJT)\n     b) Field-Effect Transistor (FET)\n     c) Diode"", ""question"": ""44. Which semiconductor device is known for its high switching speed?"", ""options"": [""Bipolar Junction Transistor (BJT)"", ""Field-Effect Transistor (FET)"", ""Diode""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,45. What is the function of a voltage regulator IC?,Increase the voltage,Maintain a constant output voltage,Decrease the current,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Zener diodes used as voltage regulators maintain constant output voltage,4.1 Diodes.docx,"{""raw"": ""45. What is the function of a voltage regulator IC?\n     a) Increase the voltage\n     b) Maintain a constant output voltage\n     c) Decrease the current"", ""question"": ""45. What is the function of a voltage regulator IC?"", ""options"": [""Increase the voltage"", ""Maintain a constant output voltage"", ""Decrease the current""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,46. Which type of diode is used in voltage reference applications?,Schottky diode,Zener diode,Light Emitting Diode (LED),,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""46. Which type of diode is used in voltage reference applications?\n     a) Schottky diode\n     b) Zener diode\n     c) Light Emitting Diode (LED)"", ""question"": ""46. Which type of diode is used in voltage reference applications?"", ""options"": [""Schottky diode"", ""Zener diode"", ""Light Emitting Diode (LED)""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,47. What is a key advantage of CMOS technology in ICs?,High power consumption,Low power consumption,High cost,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - CMOS technology features low power consumption,4.1 Diodes.docx,"{""raw"": ""47. What is a key advantage of CMOS technology in ICs?\n     a) High power consumption\n     b) Low power consumption\n     c) High cost"", ""question"": ""47. What is a key advantage of CMOS technology in ICs?"", ""options"": [""High power consumption"", ""Low power consumption"", ""High cost""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,48. Which type of IC is typically used in timers and oscillators?,Digital IC,Linear IC,Mixed signal IC,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""48. Which type of IC is typically used in timers and oscillators?\n     a) Digital IC\n     b) Linear IC\n     c) Mixed signal IC"", ""question"": ""48. Which type of IC is typically used in timers and oscillators?"", ""options"": [""Digital IC"", ""Linear IC"", ""Mixed signal IC""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,"49. What does the term ""cutoff region"" refer to in a transistor's operation?",Maximum current flow,No current flow,Amplification mode,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""49. What does the term \""cutoff region\"" refer to in a transistor's operation?\n     a) Maximum current flow\n     b) No current flow\n     c) Amplification mode"", ""question"": ""49. What does the term \""cutoff region\"" refer to in a transistor's operation?"", ""options"": [""Maximum current flow"", ""No current flow"", ""Amplification mode""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,50. Which component is used to store energy in an electric field?,Resistor,Inductor,Capacitor,,C,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Capacitors store energy in electric fields,4.1 Diodes.docx,"{""raw"": ""50. Which component is used to store energy in an electric field?\n     a) Resistor\n     b) Inductor\n     c) Capacitor"", ""question"": ""50. Which component is used to store energy in an electric field?"", ""options"": [""Resistor"", ""Inductor"", ""Capacitor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,51. What is the role of a heat sink in electronic circuits?,Dissipate heat from electronic components,Store electrical energy,Provide electrical insulation,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""51. What is the role of a heat sink in electronic circuits?\n     a) Dissipate heat from electronic components\n     b) Store electrical energy\n     c) Provide electrical insulation"", ""question"": ""51. What is the role of a heat sink in electronic circuits?"", ""options"": [""Dissipate heat from electronic components"", ""Store electrical energy"", ""Provide electrical insulation""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,,,52. Which property of LEDs makes them suitable for display applications?,Emission of light,High current handling,Large physical size,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""52. Which property of LEDs makes them suitable for display applications?\n     a) Emission of light\n     b) High current handling\n     c) Large physical size"", ""question"": ""52. Which property of LEDs makes them suitable for display applications?"", ""options"": [""Emission of light"", ""High current handling"", ""Large physical size""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,1. What is the primary material used in monolithic integrated circuits?,Silicon,Germanium,Gallium Arsenide,,A,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Silicon is the primary material for monolithic ICs,4.2 Integrated Circuits.docx,"{""raw"": ""1. What is the primary material used in monolithic integrated circuits?\na) Silicon\nb) Germanium\nc) Gallium Arsenide"", ""question"": ""1. What is the primary material used in monolithic integrated circuits?"", ""options"": [""Silicon"", ""Germanium"", ""Gallium Arsenide""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,2. What defines a monolithic integrated circuit?,Elements are separable and formed on multiple substrates,Elements are inseparably associated and formed on a single substrate,Elements are connected through external wires,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""2. What defines a monolithic integrated circuit?\na) Elements are separable and formed on multiple substrates\nb) Elements are inseparably associated and formed on a single substrate\nc) Elements are connected through external wires"", ""question"": ""2. What defines a monolithic integrated circuit?"", ""options"": [""Elements are separable and formed on multiple substrates"", ""Elements are inseparably associated and formed on a single substrate"", ""Elements are connected through external wires""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""EASY""}"
M4,M4.04.02,,3. What type of material is used in film integrated circuits?,Only conductive materials,Only non-conductive materials,Both conductive and non-conductive materials,,C,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Film ICs use both conductive and non-conductive materials for passive components,4.2 Integrated Circuits.docx,"{""raw"": ""3. What type of material is used in film integrated circuits?\na) Only conductive materials\nb) Only non-conductive materials\nc) Both conductive and non-conductive materials"", ""question"": ""3. What type of material is used in film integrated circuits?"", ""options"": [""Only conductive materials"", ""Only non-conductive materials"", ""Both conductive and non-conductive materials""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,4. Which type of integrated circuit can combine discrete components with integrated circuit types?,Monolithic,Hybrid,Thin film,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""4. Which type of integrated circuit can combine discrete components with integrated circuit types?\na) Monolithic\nb) Hybrid\nc) Thin film"", ""question"": ""4. Which type of integrated circuit can combine discrete components with integrated circuit types?"", ""options"": [""Monolithic"", ""Hybrid"", ""Thin film""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,5. What type of integrated circuit uses passive circuit components deposited on a ceramic or glass substrate?,Hybrid,Film,Monolithic,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Film integrated circuits use passive components on ceramic/glass substrates,4.2 Integrated Circuits.docx,"{""raw"": ""5. What type of integrated circuit uses passive circuit components deposited on a ceramic or glass substrate?\na) Hybrid\nb) Film\nc) Monolithic"", ""question"": ""5. What type of integrated circuit uses passive circuit components deposited on a ceramic or glass substrate?"", ""options"": [""Hybrid"", ""Film"", ""Monolithic""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,6. What are the two categories of film integrated circuits?,Thick and thin film,Thin film and thick film,Monolithic and hybrid,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""6. What are the two categories of film integrated circuits?\na) Thick and thin film\nb) Thin film and thick film\nc) Monolithic and hybrid"", ""question"": ""6. What are the two categories of film integrated circuits?"", ""options"": [""Thick and thin film"", ""Thin film and thick film"", ""Monolithic and hybrid""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,7. Which statement best describes a hybrid integrated circuit?,Combines different types of integrated circuits only,Combines discrete components only,Combines both integrated circuit types and discrete components,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""7. Which statement best describes a hybrid integrated circuit?\na) Combines different types of integrated circuits only\nb) Combines discrete components only\nc) Combines both integrated circuit types and discrete components"", ""question"": ""7. Which statement best describes a hybrid integrated circuit?"", ""options"": [""Combines different types of integrated circuits only"", ""Combines discrete components only"", ""Combines both integrated circuit types and discrete components""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,8. What is one of the main applications of large-scale integration (LSI) and very large-scale integration (VLSI)?,Digital circuits,Power circuits,Thermal circuits,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""8. What is one of the main applications of large-scale integration (LSI) and very large-scale integration (VLSI)?\na) Digital circuits\nb) Power circuits\nc) Thermal circuits"", ""question"": ""8. What is one of the main applications of large-scale integration (LSI) and very large-scale integration (VLSI)?"", ""options"": [""Digital circuits"", ""Power circuits"", ""Thermal circuits""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,,,9. Which of the following is not a type of logic gate?,NAND gate,NOR gate,AND-OR gate,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""9. Which of the following is not a type of logic gate?\na) NAND gate\nb) NOR gate\nc) AND-OR gate"", ""question"": ""9. Which of the following is not a type of logic gate?"", ""options"": [""NAND gate"", ""NOR gate"", ""AND-OR gate""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,10. What type of gate outputs a high signal only when all its inputs are low?,AND gate,NOR gate,XOR gate,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""10. What type of gate outputs a high signal only when all its inputs are low?\na) AND gate\nb) NOR gate\nc) XOR gate"", ""question"": ""10. What type of gate outputs a high signal only when all its inputs are low?"", ""options"": [""AND gate"", ""NOR gate"", ""XOR gate""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,11. What is a primary use of operational amplifiers in integrated circuits?,Signal amplification,Power conversion,Heat dissipation,,A,MEDIUM,,,,DRAFT,ANSWERED,"Found in Suntech corpus - Op-Amps used for signal amplification, integrator, differentiator, voltage follower, comparator",4.2 Integrated Circuits.docx,"{""raw"": ""11. What is a primary use of operational amplifiers in integrated circuits?\na) Signal amplification\nb) Power conversion\nc) Heat dissipation"", ""question"": ""11. What is a primary use of operational amplifiers in integrated circuits?"", ""options"": [""Signal amplification"", ""Power conversion"", ""Heat dissipation""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,,,12. Which configuration of an operational amplifier has a higher input impedance?,Inverting configuration,Non-inverting configuration,Open-loop configuration,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Non-inverting configuration has higher input impedance than inverting,4.2 Integrated Circuits.docx,"{""raw"": ""12. Which configuration of an operational amplifier has a higher input impedance?\na) Inverting configuration\nb) Non-inverting configuration\nc) Open-loop configuration"", ""question"": ""12. Which configuration of an operational amplifier has a higher input impedance?"", ""options"": [""Inverting configuration"", ""Non-inverting configuration"", ""Open-loop configuration""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,13. What is the advantage of negative feedback in an operational amplifier?,Increases the output signal,Improves frequency response,Reduces power consumption,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""13. What is the advantage of negative feedback in an operational amplifier?\na) Increases the output signal\nb) Improves frequency response\nc) Reduces power consumption"", ""question"": ""13. What is the advantage of negative feedback in an operational amplifier?"", ""options"": [""Increases the output signal"", ""Improves frequency response"", ""Reduces power consumption""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,14. Which type of amplifier configuration uses both positive and negative feedback?,Closed-loop configuration,Open-loop configuration,Differential configuration,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""14. Which type of amplifier configuration uses both positive and negative feedback?\na) Closed-loop configuration\nb) Open-loop configuration\nc) Differential configuration"", ""question"": ""14. Which type of amplifier configuration uses both positive and negative feedback?"", ""options"": [""Closed-loop configuration"", ""Open-loop configuration"", ""Differential configuration""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,15. What process is commonly used in the fabrication of monolithic integrated circuits?,Diffusion method,Electroplating,Screen printing,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""15. What process is commonly used in the fabrication of monolithic integrated circuits?\na) Diffusion method\nb) Electroplating\nc) Screen printing"", ""question"": ""15. What process is commonly used in the fabrication of monolithic integrated circuits?"", ""options"": [""Diffusion method"", ""Electroplating"", ""Screen printing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,,,"16. In IC packaging, what does the term ""dual inline package"" refer to?",A package with two parallel rows of connecting pins,A package with a single row of connecting pins,A package with no connecting pins,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""16. In IC packaging, what does the term \""dual inline package\"" refer to?\na) A package with two parallel rows of connecting pins\nb) A package with a single row of connecting pins\nc) A package with no connecting pins"", ""question"": ""16. In IC packaging, what does the term \""dual inline package\"" refer to?"", ""options"": [""A package with two parallel rows of connecting pins"", ""A package with a single row of connecting pins"", ""A package with no connecting pins""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,17. What is the purpose of an IC package lead identification system?,To identify the function of each pin,To provide additional power to the IC,To increase the size of the IC,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""17. What is the purpose of an IC package lead identification system?\na) To identify the function of each pin\nb) To provide additional power to the IC\nc) To increase the size of the IC"", ""question"": ""17. What is the purpose of an IC package lead identification system?"", ""options"": [""To identify the function of each pin"", ""To provide additional power to the IC"", ""To increase the size of the IC""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,18. What is a common method used to create patterns on printed circuit boards?,Soldering,Etching,Welding,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Patterning (Etching) is the common method for PCB pattern creation,4.2 Integrated Circuits.docx,"{""raw"": ""18. What is a common method used to create patterns on printed circuit boards?\na) Soldering\nb) Etching\nc) Welding"", ""question"": ""18. What is a common method used to create patterns on printed circuit boards?"", ""options"": [""Soldering"", ""Etching"", ""Welding""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,19. What is the main advantage of using surface-mount technology (SMT) in PCB manufacturing?,Increases component density,Reduces manufacturing time,Improves thermal performance,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.2 Integrated Circuits.docx,"{""raw"": ""19. What is the main advantage of using surface-mount technology (SMT) in PCB manufacturing?\na) Increases component density\nb) Reduces manufacturing time\nc) Improves thermal performance"", ""question"": ""19. What is the main advantage of using surface-mount technology (SMT) in PCB manufacturing?"", ""options"": [""Increases component density"", ""Reduces manufacturing time"", ""Improves thermal performance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,20. Which of the following is a step in the printed circuit board manufacturing process?,Lamination,Wire wrapping,Thermal bonding,,A,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Lamination is a step in PCB manufacturing,4.2 Integrated Circuits.docx,"{""raw"": ""20. Which of the following is a step in the printed circuit board manufacturing process?\na) Lamination\nb) Wire wrapping\nc) Thermal bonding"", ""question"": ""20. Which of the following is a step in the printed circuit board manufacturing process?"", ""options"": [""Lamination"", ""Wire wrapping"", ""Thermal bonding""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.2 Integrated Circuits.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,1. What is a servomechanism?,A mechanical system that requires manual control for positioning.,An automatic control system that uses a low energy input signal to produce motion or force.,A system that uses only hydraulic components for operation.,,C,EASY,,,,DRAFT,Found in Suntech corpus,1,4.3 Servomechanics.docx,"{""raw"": ""1. What is a servomechanism?\n    a) A mechanical system that requires manual control for positioning.\n    b) An automatic control system that uses a low energy input signal to produce motion or force.\n    c) A system that uses only hydraulic components for operation."", ""question"": ""1. What is a servomechanism?"", ""options"": [""A mechanical system that requires manual control for positioning."", ""An automatic control system that uses a low energy input signal to produce motion or force."", ""A system that uses only hydraulic components for operation.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.3 Servomechanics.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,,,2. Which type of control system is a servomechanism typically associated with?,Open loop control system,Closed loop control system,Synchronous control system,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.3 Servomechanics.docx,"{""raw"": ""2. Which type of control system is a servomechanism typically associated with?\n    a) Open loop control system\n    b) Closed loop control system\n    c) Synchronous control system"", ""question"": ""2. Which type of control system is a servomechanism typically associated with?"", ""options"": [""Open loop control system"", ""Closed loop control system"", ""Synchronous control system""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.3 Servomechanics.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,4. What is one key characteristic of a servo system?,It uses a weak control signal to move large loads accurately.,It requires constant manual input to function.,It only works with electrical motors.,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.3 Servomechanics.docx,"{""raw"": ""4. What is one key characteristic of a servo system?\n    a) It uses a weak control signal to move large loads accurately.\n    b) It requires constant manual input to function.\n    c) It only works with electrical motors."", ""question"": ""4. What is one key characteristic of a servo system?"", ""options"": [""It uses a weak control signal to move large loads accurately."", ""It requires constant manual input to function."", ""It only works with electrical motors.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.3 Servomechanics.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,5. What components can a servo system include?,Only electronic devices,"Electronic, electromechanical, pneumatic, hydraulic, and mechanical devices",Only mechanical devices,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,4.3 Servomechanics.docx,"{""raw"": ""5. What components can a servo system include?\n    a) Only electronic devices\n    b) Electronic, electromechanical, pneumatic, hydraulic, and mechanical devices\n    c) Only mechanical devices"", ""question"": ""5. What components can a servo system include?"", ""options"": [""Only electronic devices"", ""Electronic, electromechanical, pneumatic, hydraulic, and mechanical devices"", ""Only mechanical devices""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.3 Servomechanics.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
