module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M17,M17.17.07,,What is the primary purpose of propeller synchronizing in multi-engine aircraft?,To increase fuel consumption,To reduce noise and vibration,To increase thrust,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) To reduce noise and vibration,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the primary purpose of propeller synchronizing in multi-engine aircraft?\nA) To increase fuel consumption\nB) To reduce noise and vibration\nC) To increase thrust"", ""question"": ""What is the primary purpose of propeller synchronizing in multi-engine aircraft?"", ""options"": [""To increase fuel consumption"", ""To reduce noise and vibration"", ""To increase thrust""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,How is propeller synchronization typically achieved?,Manually by the pilot,Automatically using a synchronization system,By adjusting engine power settings,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Automatically using a synchronization system,1,M17 - Propeller standard test.docx,"{""raw"": ""How is propeller synchronization typically achieved?\nA) Manually by the pilot\nB) Automatically using a synchronization system\nC) By adjusting engine power settings"", ""question"": ""How is propeller synchronization typically achieved?"", ""options"": [""Manually by the pilot"", ""Automatically using a synchronization system"", ""By adjusting engine power settings""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.07,,What is the result of unsynchronized propellers on a multi-engine aircraft?,Increased efficiency,Increased noise and vibration,Decreased thrust,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Increased noise and vibration,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the result of unsynchronized propellers on a multi-engine aircraft?\nA) Increased efficiency\nB) Increased noise and vibration\nC) Decreased thrust"", ""question"": ""What is the result of unsynchronized propellers on a multi-engine aircraft?"", ""options"": [""Increased efficiency"", ""Increased noise and vibration"", ""Decreased thrust""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What component is used to synchronize propeller speeds automatically?,Governor,Synchronizer,Feathering mechanism,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Synchronizer,1,M17 - Propeller standard test.docx,"{""raw"": ""What component is used to synchronize propeller speeds automatically?\nA) Governor\nB) Synchronizer\nC) Feathering mechanism\nPropeller Ice Protection (9% = 6 questions)"", ""question"": ""What component is used to synchronize propeller speeds automatically?"", ""options"": [""Governor"", ""Synchronizer"", ""Feathering mechanism""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.05,,What is the purpose of propeller ice protection systems?,To increase propeller weight,To prevent or remove ice formation on blades,To increase thrust,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) To prevent or remove ice formation on blades,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the purpose of propeller ice protection systems?\nA) To increase propeller weight\nB) To prevent or remove ice formation on blades\nC) To increase thrust"", ""question"": ""What is the purpose of propeller ice protection systems?"", ""options"": [""To increase propeller weight"", ""To prevent or remove ice formation on blades"", ""To increase thrust""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.05,,What is a common method of preventing ice formation on propeller blades?,Heating the blades electrically,Cooling the blades,Reducing blade RPM,,A,MEDIUM,,,,DRAFT,Answer from doc-text: A) Heating the blades electrically,1,M17 - Propeller standard test.docx,"{""raw"": ""What is a common method of preventing ice formation on propeller blades?\nA) Heating the blades electrically\nB) Cooling the blades\nC) Reducing blade RPM"", ""question"": ""What is a common method of preventing ice formation on propeller blades?"", ""options"": [""Heating the blades electrically"", ""Cooling the blades"", ""Reducing blade RPM""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.05,,Which system operates continuously to prevent ice formation?,Electrical de-icing,Hot air anti-icing,Chemical anti-icing,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Hot air anti-icing,1,M17 - Propeller standard test.docx,"{""raw"": ""Which system operates continuously to prevent ice formation?\nA) Electrical de-icing\nB) Hot air anti-icing\nC) Chemical anti-icing"", ""question"": ""Which system operates continuously to prevent ice formation?"", ""options"": [""Electrical de-icing"", ""Hot air anti-icing"", ""Chemical anti-icing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,,,What is one disadvantage of using electrical de-icing systems on propellers?,Increased drag,Increased electrical load,Reduced efficiency,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Increased electrical load,1,M17 - Propeller standard test.docx,"{""raw"": ""What is one disadvantage of using electrical de-icing systems on propellers?\nA) Increased drag\nB) Increased electrical load\nC) Reduced efficiency"", ""question"": ""What is one disadvantage of using electrical de-icing systems on propellers?"", ""options"": [""Increased drag"", ""Increased electrical load"", ""Reduced efficiency""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""difficulty"": ""MEDIUM""}"
M17,M17.17.05,,What is the role of chemical anti-icing systems in propeller ice protection?,To lower the freezing point of water on the blades,To heat the blades,To remove the ice mechanically,,A,MEDIUM,,,,DRAFT,Answer from doc-text: A) To lower the freezing point of water on the blades,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the role of chemical anti-icing systems in propeller ice protection?\nA) To lower the freezing point of water on the blades\nB) To heat the blades\nC) To remove the ice mechanically"", ""question"": ""What is the role of chemical anti-icing systems in propeller ice protection?"", ""options"": [""To lower the freezing point of water on the blades"", ""To heat the blades"", ""To remove the ice mechanically""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.05,,Which of the following is a typical de-icing fluid used in propeller ice protection systems?,Ethylene glycol,Propylene glycol,Methanol,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Methanol,1,M17 - Propeller standard test.docx,"{""raw"": ""Which of the following is a typical de-icing fluid used in propeller ice protection systems?\nA) Ethylene glycol\nB) Propylene glycol\nC) Methanol"", ""question"": ""Which of the following is a typical de-icing fluid used in propeller ice protection systems?"", ""options"": [""Ethylene glycol"", ""Propylene glycol"", ""Methanol""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.05,,What method do pneumatic de-icing boots use to remove ice from propeller blades?,Heating the blades,Inflating and deflating to break off ice,Spraying chemical de-icers,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Inflating and deflating to break off ice,1,M17 - Propeller standard test.docx,"{""raw"": ""What method do pneumatic de-icing boots use to remove ice from propeller blades?\nA) Heating the blades\nB) Inflating and deflating to break off ice\nC) Spraying chemical de-icers"", ""question"": ""What method do pneumatic de-icing boots use to remove ice from propeller blades?"", ""options"": [""Heating the blades"", ""Inflating and deflating to break off ice"", ""Spraying chemical de-icers""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,How does propeller ice affect flight safety?,It increases fuel efficiency,It reduces thrust and increases vibration,It improves lift and control,,B,EASY,,,,DRAFT,Answer from doc-text: B) It reduces thrust and increases vibration,1,M17 - Propeller standard test.docx,"{""raw"": ""How does propeller ice affect flight safety?\nA) It increases fuel efficiency\nB) It reduces thrust and increases vibration\nC) It improves lift and control\nPropeller Maintenance (19% = 11 questions)"", ""question"": ""How does propeller ice affect flight safety?"", ""options"": [""It increases fuel efficiency"", ""It reduces thrust and increases vibration"", ""It improves lift and control""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""EASY""}"
M17,M17.17.06,,What is the primary objective of routine propeller maintenance?,To increase propeller weight,To ensure safe and efficient operation,To decrease aerodynamic efficiency,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) To ensure safe and efficient operation,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the primary objective of routine propeller maintenance?\nA) To increase propeller weight\nB) To ensure safe and efficient operation\nC) To decrease aerodynamic efficiency"", ""question"": ""What is the primary objective of routine propeller maintenance?"", ""options"": [""To increase propeller weight"", ""To ensure safe and efficient operation"", ""To decrease aerodynamic efficiency""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.06"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,Which tool is commonly used to check the track of a propeller blade?,Torque wrench,Dial indicator,Propeller protractor,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Propeller protractor,1,M17 - Propeller standard test.docx,"{""raw"": ""Which tool is commonly used to check the track of a propeller blade?\nA) Torque wrench\nB) Dial indicator\nC) Propeller protractor"", ""question"": ""Which tool is commonly used to check the track of a propeller blade?"", ""options"": [""Torque wrench"", ""Dial indicator"", ""Propeller protractor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What type of inspection is typically performed to detect internal flaws in a propeller blade?,Visual inspection,Magnetic particle inspection,Ultrasonic inspection,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Ultrasonic inspection,1,M17 - Propeller standard test.docx,"{""raw"": ""What type of inspection is typically performed to detect internal flaws in a propeller blade?\nA) Visual inspection\nB) Magnetic particle inspection\nC) Ultrasonic inspection"", ""question"": ""What type of inspection is typically performed to detect internal flaws in a propeller blade?"", ""options"": [""Visual inspection"", ""Magnetic particle inspection"", ""Ultrasonic inspection""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What is the most common cause of propeller blade damage in service?,Bird strikes,Lightning strikes,Foreign object debris (FOD),,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Foreign object debris (FOD),1,M17 - Propeller standard test.docx,"{""raw"": ""What is the most common cause of propeller blade damage in service?\nA) Bird strikes\nB) Lightning strikes\nC) Foreign object debris (FOD)"", ""question"": ""What is the most common cause of propeller blade damage in service?"", ""options"": [""Bird strikes"", ""Lightning strikes"", ""Foreign object debris (FOD)""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,What action should be taken if a propeller blade is found to be out of balance?,Replace the propeller,Adjust the blade pitch,Add or remove weight to balance,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Add or remove weight to balance,1,M17 - Propeller standard test.docx,"{""raw"": ""What action should be taken if a propeller blade is found to be out of balance?\nA) Replace the propeller\nB) Adjust the blade pitch\nC) Add or remove weight to balance"", ""question"": ""What action should be taken if a propeller blade is found to be out of balance?"", ""options"": [""Replace the propeller"", ""Adjust the blade pitch"", ""Add or remove weight to balance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.06,,What is the purpose of a propeller governor in maintenance checks?,To control engine power output,To regulate propeller blade angle,To ensure proper synchronization,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) To regulate propeller blade angle,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the purpose of a propeller governor in maintenance checks?\nA) To control engine power output\nB) To regulate propeller blade angle\nC) To ensure proper synchronization"", ""question"": ""What is the purpose of a propeller governor in maintenance checks?"", ""options"": [""To control engine power output"", ""To regulate propeller blade angle"", ""To ensure proper synchronization""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.06"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.06,,Which component should be inspected for corrosion during a propeller maintenance check?,Spinner,Hub,Blade tips,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Hub,1,M17 - Propeller standard test.docx,"{""raw"": ""Which component should be inspected for corrosion during a propeller maintenance check?\nA) Spinner\nB) Hub\nC) Blade tips"", ""question"": ""Which component should be inspected for corrosion during a propeller maintenance check?"", ""options"": [""Spinner"", ""Hub"", ""Blade tips""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.06"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,What is a key indicator of excessive propeller blade wear?,Increased blade length,Decreased blade thickness,Increased blade pitch,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Decreased blade thickness,1,M17 - Propeller standard test.docx,"{""raw"": ""What is a key indicator of excessive propeller blade wear?\nA) Increased blade length\nB) Decreased blade thickness\nC) Increased blade pitch"", ""question"": ""What is a key indicator of excessive propeller blade wear?"", ""options"": [""Increased blade length"", ""Decreased blade thickness"", ""Increased blade pitch""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What is the consequence of operating a propeller with an undetected crack?,Reduced fuel efficiency,Potential blade failure,Improved aerodynamic performance,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Potential blade failure,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the consequence of operating a propeller with an undetected crack?\nA) Reduced fuel efficiency\nB) Potential blade failure\nC) Improved aerodynamic performance"", ""question"": ""What is the consequence of operating a propeller with an undetected crack?"", ""options"": [""Reduced fuel efficiency"", ""Potential blade failure"", ""Improved aerodynamic performance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.06,,How often should a propeller be dynamically balanced?,Every flight,After any maintenance or repair,Monthly,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) After any maintenance or repair,1,M17 - Propeller standard test.docx,"{""raw"": ""How often should a propeller be dynamically balanced?\nA) Every flight\nB) After any maintenance or repair\nC) Monthly"", ""question"": ""How often should a propeller be dynamically balanced?"", ""options"": [""Every flight"", ""After any maintenance or repair"", ""Monthly""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.06"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.06,,What safety equipment is necessary when performing propeller maintenance?,Fire extinguisher,Safety goggles and gloves,Earplugs,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Safety goggles and gloves,1,M17 - Propeller standard test.docx,"{""raw"": ""What safety equipment is necessary when performing propeller maintenance?\nA) Fire extinguisher\nB) Safety goggles and gloves\nC) Earplugs"", ""question"": ""What safety equipment is necessary when performing propeller maintenance?"", ""options"": [""Fire extinguisher"", ""Safety goggles and gloves"", ""Earplugs""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.06"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.06,,Which document outlines the specific maintenance procedures for a particular propeller model?,Aircraft maintenance manual,Pilot’s operating handbook,Propeller manufacturer’s maintenance manual,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Propeller manufacturer’s maintenance manual,1,M17 - Propeller standard test.docx,"{""raw"": ""Which document outlines the specific maintenance procedures for a particular propeller model?\nA) Aircraft maintenance manual\nB) Pilot’s operating handbook\nC) Propeller manufacturer’s maintenance manual\nPropeller Storage and Preservation (6% = 4 questions)"", ""question"": ""Which document outlines the specific maintenance procedures for a particular propeller model?"", ""options"": [""Aircraft maintenance manual"", ""Pilot’s operating handbook"", ""Propeller manufacturer’s maintenance manual""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.06"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.07,,What is the primary goal of proper propeller storage and preservation?,To increase propeller weight,To prevent damage and corrosion,To reduce thrust,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) To prevent damage and corrosion,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the primary goal of proper propeller storage and preservation?\nA) To increase propeller weight\nB) To prevent damage and corrosion\nC) To reduce thrust"", ""question"": ""What is the primary goal of proper propeller storage and preservation?"", ""options"": [""To increase propeller weight"", ""To prevent damage and corrosion"", ""To reduce thrust""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,,,Which of the following is a recommended practice for storing propellers long-term?,Storing in a vertical position,Covering with a protective coating,Storing in an uncovered area,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Covering with a protective coating,1,M17 - Propeller standard test.docx,"{""raw"": ""Which of the following is a recommended practice for storing propellers long-term?\nA) Storing in a vertical position\nB) Covering with a protective coating\nC) Storing in an uncovered area"", ""question"": ""Which of the following is a recommended practice for storing propellers long-term?"", ""options"": [""Storing in a vertical position"", ""Covering with a protective coating"", ""Storing in an uncovered area""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""difficulty"": ""MEDIUM""}"
M17,M17.17.07,,What should be done to a propeller before placing it in long-term storage?,Clean and lubricate,Disassemble completely,Apply electrical de-icing,,A,MEDIUM,,,,DRAFT,Answer from doc-text: A) Clean and lubricate,1,M17 - Propeller standard test.docx,"{""raw"": ""What should be done to a propeller before placing it in long-term storage?\nA) Clean and lubricate\nB) Disassemble completely\nC) Apply electrical de-icing"", ""question"": ""What should be done to a propeller before placing it in long-term storage?"", ""options"": [""Clean and lubricate"", ""Disassemble completely"", ""Apply electrical de-icing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,Which condition can adversely affect a stored propeller if not properly controlled?,High altitude,Humidity,Propeller pitch,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Humidity,1,M17 - Propeller standard test.docx,"{""raw"": ""Which condition can adversely affect a stored propeller if not properly controlled?\nA) High altitude\nB) Humidity\nC) Propeller pitch\nCorrect Answers\nB) To produce thrust\nC) Leading edge\nA) Thrust face\n B) 4º to 6º\nA) High-pressure air moving from front to rear\nB) Chord\nA) It creates a lift force called thrust\nC) Chord line\nB) Root\nB) Hub\nC) It increases the relative airflow\nC) Newton’s third law of motion\nB) Out of balance condition\nB) Accelerates the air and reduces its pressure\nC) Helical flow\nB) Carbon or glass fiber composites\nB) To aerodynamically smooth the airflow over the hub\nB) Blade back\nB) To secure the propeller blades to the drive shaft\nB) Root\nC) It has swept back tips for high efficiency\nB) De-lamination\nA) Blade face\nC) It defines the straight line from leading edge to trailing edge\nC) Melting at points of entry and exit\nB) To change the thrust and efficiency\nB) Automatically by a governor\nB) It produces more thrust\nB) Minimizes drag\nB) Governor\nA) High engine RPM and high thrust\nB) Coarse pitch\nA) Hydraulic actuators\nA) Fine pitch\nB) Improved fuel efficiency\nB) It is feathered\nB) To reduce noise and vibration\nB) Automatically using a synchronization system\nB) Increased noise and vibration\nB) Synchronizer\nB) To prevent or remove ice formation on blades\nA) Heating the blades electrically\nB) Hot air anti-icing\nB) Increased electrical load\nA) To lower the freezing point of water on the blades\nC) Methanol\nB) Inflating and deflating to break off ice\nB) It reduces thrust and increases vibration\nB) To ensure safe and efficient operation\nC) Propeller protractor\nC) Ultrasonic inspection\nC) Foreign object debris (FOD)\nC) Add or remove weight to balance\nB) To regulate propeller blade angle\nB) Hub\nB) Decreased blade thickness\nB) Potential blade failure\nB) After any maintenance or repair\nB) Safety goggles and gloves\nC) Propeller manufacturer’s maintenance manual\nB) To prevent damage and corrosion\nB) Covering with a protective coating\nA) Clean and lubricate\nB) Humidity"", ""question"": ""Which condition can adversely affect a stored propeller if not properly controlled?"", ""options"": [""High altitude"", ""Humidity"", ""Propeller pitch""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
