module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M7,M7.07.01,,What should be ensured during the process of Fuel Tank Entry?,There are no fire extinguishers present,Personnel are trained and adequate precautions are followed,Maintenance protocols are relaxed,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should be ensured during the process of Fuel Tank Entry?\nA) There are no fire extinguishers present\nB) Personnel are trained and adequate precautions are followed* \nC) Maintenance protocols are relaxed\nParagraph 15: Oxygen Efficiency"", ""question"": ""What should be ensured during the process of Fuel Tank Entry?"", ""options"": [""There are no fire extinguishers present"", ""Personnel are trained and adequate precautions are followed"", ""Maintenance protocols are relaxed""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.01"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,What is the normal concentration of atmospheric oxygen?,About 10%,About 21%,About 25%,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is the normal concentration of atmospheric oxygen?\nA) About 10%\nB) About 21%* \nC) About 25%"", ""question"": ""What is the normal concentration of atmospheric oxygen?"", ""options"": [""About 10%"", ""About 21%"", ""About 25%""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,,,What happens at oxygen-deficient levels of 19.5% or below?,Increased energy levels,Signs of oxygen starvation,No significant effects,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What happens at oxygen-deficient levels of 19.5% or below?\nA) Increased energy levels\nB) Signs of oxygen starvation* \nC) No significant effects"", ""question"": ""What happens at oxygen-deficient levels of 19.5% or below?"", ""options"": [""Increased energy levels"", ""Signs of oxygen starvation"", ""No significant effects""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""MEDIUM""}"
M7,M7.07.09,,Which symptoms might suggest oxygen starvation?,Headache and slurred speech,Increased productivity,Heightened awareness,,A,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Which symptoms might suggest oxygen starvation?\nA) Headache and slurred speech* \nB) Increased productivity\nC) Heightened awareness\nParagraph 16: Artificial Resuscitation"", ""question"": ""Which symptoms might suggest oxygen starvation?"", ""options"": [""Headache and slurred speech"", ""Increased productivity"", ""Heightened awareness""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.09"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.0.3,,Where must approved artificial resuscitation methods be displayed?,On the office wall,On wall charts in workplaces,In employee handbooks,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Where must approved artificial resuscitation methods be displayed?\nA) On the office wall\nB) On wall charts in workplaces* \nC) In employee handbooks"", ""question"": ""Where must approved artificial resuscitation methods be displayed?"", ""options"": [""On the office wall"", ""On wall charts in workplaces"", ""In employee handbooks""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.09,,What is required for tire gauge use?,A digital display,Calibration and a working regulator,A manual check-up,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is required for tire gauge use? \nA) A digital display\nB) Calibration and a working regulator* \nC) A manual check-up\nParagraph 17: Handling Compressed Gases"", ""question"": ""What is required for tire gauge use?"", ""options"": [""A digital display"", ""Calibration and a working regulator"", ""A manual check-up""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.09"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.07.09,,At what pressure are oxygen and nitrogen typically stored?,"1,000 PSI","Around 1,800 PSI","2,500 PSI",,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""At what pressure are oxygen and nitrogen typically stored?\nA) 1,000 PSI\nB) Around 1,800 PSI* \nC) 2,500 PSI"", ""question"": ""At what pressure are oxygen and nitrogen typically stored?"", ""options"": [""1,000 PSI"", ""Around 1,800 PSI"", ""2,500 PSI""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.09"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,What should be done to protect valves when not connected to a system?,Leave the valve uncovered,Score the valve,Screw on the protective cap,,C,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should be done to protect valves when not connected to a system?\nA) Leave the valve uncovered \nB) Score the valve \nC) Screw on the protective cap*\nParagraph 18: Oxygen Safety"", ""question"": ""What should be done to protect valves when not connected to a system?"", ""options"": [""Leave the valve uncovered"", ""Score the valve"", ""Screw on the protective cap""], ""correct"": ""C"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.09,,Why must oxygen cylinders be treated with special care?,They are lightweight,They pose a risk of explosion and combustion,They are used for cooking,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Why must oxygen cylinders be treated with special care?\nA) They are lightweight\nB) They pose a risk of explosion and combustion* \nC) They are used for cooking"", ""question"": ""Why must oxygen cylinders be treated with special care?"", ""options"": [""They are lightweight"", ""They pose a risk of explosion and combustion"", ""They are used for cooking""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.09"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.7,,What should never be allowed with oxygen?,Contact with water,Contact with petroleum products,Exposure to sunlight,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should never be allowed with oxygen?\nA) Contact with water\nB) Contact with petroleum products* \nC) Exposure to sunlight\nParagraph 19: Gas Cylinder Colors"", ""question"": ""What should never be allowed with oxygen?"", ""options"": [""Contact with water"", ""Contact with petroleum products"", ""Exposure to sunlight""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.7"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.0.3,,What color codes are used for gas containers in the UK?,Random colors,BS 381C standards,No color codes,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What color codes are used for gas containers in the UK?\nA) Random colors \nB) BS 381C standards* \nC) No color codes"", ""question"": ""What color codes are used for gas containers in the UK?"", ""options"": [""Random colors"", ""BS 381C standards"", ""No color codes""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.7,,What color are nitrogen bottles typically painted?,Green,Grey with a black neck,Blue,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What color are nitrogen bottles typically painted?\nA) Green\nB) Grey with a black neck* \nC) Blue\nParagraph 20: Decanting Gases"", ""question"": ""What color are nitrogen bottles typically painted?"", ""options"": [""Green"", ""Grey with a black neck"", ""Blue""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.7"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,What is the method called for transferring high-pressure gases?,Hosing,Decanting,Pouring,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is the method called for transferring high-pressure gases?\nA) Hosing\nB) Decanting* \nC) Pouring"", ""question"": ""What is the method called for transferring high-pressure gases?"", ""options"": [""Hosing"", ""Decanting"", ""Pouring""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,Why must gas transfer be done slowly?,To prevent spillage,To avoid temperature increases in the receiving component,To save time,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Why must gas transfer be done slowly?\nA) To prevent spillage \nB) To avoid temperature increases in the receiving component* \nC) To save time\nParagraph 21: PSUs in Transit"", ""question"": ""Why must gas transfer be done slowly?"", ""options"": [""To prevent spillage"", ""To avoid temperature increases in the receiving component"", ""To save time""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.07.01,,"When PSUs reach their life expiry, what is essential?",To keep using them until they fail,To follow all precautions for safe transit,To leave them unattended,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""When PSUs reach their life expiry, what is essential?\nA) To keep using them until they fail\nB) To follow all precautions for safe transit* \nC) To leave them unattended\nParagraph 22: Static Electricity and Fuel Spills"", ""question"": ""When PSUs reach their life expiry, what is essential?"", ""options"": [""To keep using them until they fail"", ""To follow all precautions for safe transit"", ""To leave them unattended""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.01"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.7,,What can sweeping up gasoline spillage with a dry broom cause?,A quick clean-up,A build-up of static electricity,No effect at all,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What can sweeping up gasoline spillage with a dry broom cause?\nA) A quick clean-up\nB) A build-up of static electricity* \nC) No effect at all\nParagraph 23: Fueling Operations"", ""question"": ""What can sweeping up gasoline spillage with a dry broom cause?"", ""options"": [""A quick clean-up"", ""A build-up of static electricity"", ""No effect at all""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.7"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.01,,What should be present during refueling operations?,Fire extinguishers,Personal items,Food and drinks,,A,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should be present during refueling operations?\nA) Fire extinguishers* \nB) Personal items \nC) Food and drinks"", ""question"": ""What should be present during refueling operations?"", ""options"": [""Fire extinguishers"", ""Personal items"", ""Food and drinks""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.01"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.08,,What is often included in references to refueling?,De-fueling,Only filling tanks,General cleaning,,A,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is often included in references to refueling?\nA) De-fueling* \nB) Only filling tanks\nC) General cleaning\nParagraph 24: Radioactive Materials"", ""question"": ""What is often included in references to refueling?"", ""options"": [""De-fueling"", ""Only filling tanks"", ""General cleaning""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.08"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.001,,Some materials referred to as 'heavy metals' have what properties?,High thermal conductivity,Mildly radioactive,Dark color only,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Some materials referred to as 'heavy metals' have what properties?\nA) High thermal conductivity\nB) Mildly radioactive* \nC) Dark color only\nParagraph 25: Aircraft Safety"", ""question"": ""Some materials referred to as 'heavy metals' have what properties?"", ""options"": [""High thermal conductivity"", ""Mildly radioactive"", ""Dark color only""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.001"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,What is a major source of accidents on the flight line?,Untrained personnel,Propellers and rotor blades,Weather conditions,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is a major source of accidents on the flight line?\nA) Untrained personnel\nB) Propellers and rotor blades* \nC) Weather conditions"", ""question"": ""What is a major source of accidents on the flight line?"", ""options"": [""Untrained personnel"", ""Propellers and rotor blades"", ""Weather conditions""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,Why is it hard to see propellers and rotor blades when they are turning?,They are camouflaged,They move too quickly,They blend into the background,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Why is it hard to see propellers and rotor blades when they are turning?\nA) They are camouflaged\nB) They move too quickly* \nC) They blend into the background\nParagraph 26: High-Visibility Markings"", ""question"": ""Why is it hard to see propellers and rotor blades when they are turning?"", ""options"": [""They are camouflaged"", ""They move too quickly"", ""They blend into the background""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.7,,What do high-visibility markings on blades help with?,Making them look attractive,Ensuring they can be seen when turning,Showcasing features,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What do high-visibility markings on blades help with?\nA) Making them look attractive\nB) Ensuring they can be seen when turning* \nC) Showcasing features\nParagraph 27: Handling Aircraft Doors"", ""question"": ""What do high-visibility markings on blades help with?"", ""options"": [""Making them look attractive"", ""Ensuring they can be seen when turning"", ""Showcasing features""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.7"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.01,,What is critical about aircraft cargo doors?,They are always locked,They are usually electrically or hydraulically activated,They require manual force,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is critical about aircraft cargo doors?\nA) They are always locked\nB) They are usually electrically or hydraulically activated* \nC) They require manual force"", ""question"": ""What is critical about aircraft cargo doors?"", ""options"": [""They are always locked"", ""They are usually electrically or hydraulically activated"", ""They require manual force""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.01"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.0.7,,What should be done with fuel spills immediately?,Ignored,Cleaned up immediately,Reported weekly,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should be done with fuel spills immediately?\nA) Ignored\nB) Cleaned up immediately* \nC) Reported weekly\nParagraph 28: Handling Electronic Equipment"", ""question"": ""What should be done with fuel spills immediately?"", ""options"": [""Ignored"", ""Cleaned up immediately"", ""Reported weekly""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.7"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.07.09,,What should be used when handling electric or electronic equipment?,Ordinary packaging,Special anti-static blankets and packaging,Cardboard boxes,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should be used when handling electric or electronic equipment?\nA) Ordinary packaging \nB) Special anti-static blankets and packaging* \nC) Cardboard boxes"", ""question"": ""What should be used when handling electric or electronic equipment?"", ""options"": [""Ordinary packaging"", ""Special anti-static blankets and packaging"", ""Cardboard boxes""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.09"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,,,Why is it important not to touch pin connections underneath black blanks?,It can cause corrosion,Static discharge can damage electronics,It is unnecessary,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Why is it important not to touch pin connections underneath black blanks?\nA) It can cause corrosion \nB) Static discharge can damage electronics* \nC) It is unnecessary\nParagraph 29: Circuit Breaker Protocol"", ""question"": ""Why is it important not to touch pin connections underneath black blanks?"", ""options"": [""It can cause corrosion"", ""Static discharge can damage electronics"", ""It is unnecessary""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""MEDIUM""}"
M7,M7.0.5,,What must a safety tag indicate when deactivating a circuit breaker?,The voltage level,That it is not being used,Its status to other maintenance personnel,,C,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What must a safety tag indicate when deactivating a circuit breaker?\nA) The voltage level\nB) That it is not being used \nC) Its status to other maintenance personnel*"", ""question"": ""What must a safety tag indicate when deactivating a circuit breaker?"", ""options"": [""The voltage level"", ""That it is not being used"", ""Its status to other maintenance personnel""], ""correct"": ""C"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,Who should consult after a circuit breaker has been isolated?,Any random worker,The person who isolated it,Management only,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Who should consult after a circuit breaker has been isolated?\nA) Any random worker\nB) The person who isolated it* \nC) Management only\nParagraph 30: Aerial Awareness"", ""question"": ""Who should consult after a circuit breaker has been isolated?"", ""options"": [""Any random worker"", ""The person who isolated it"", ""Management only""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.001,,What should an aerial in the nose of an aircraft have?,A clear view of 20 meters,An unobstructed view of about 30 meters,A view of 5 meters,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should an aerial in the nose of an aircraft have?\nA) A clear view of 20 meters\nB) An unobstructed view of about 30 meters* \nC) A view of 5 meters"", ""question"": ""What should an aerial in the nose of an aircraft have?"", ""options"": [""A clear view of 20 meters"", ""An unobstructed view of about 30 meters"", ""A view of 5 meters""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.001"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.01,,What must be established around the nose of an aircraft?,A food stand,A barrier about 3 meters from the nose,An open area for personnel,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What must be established around the nose of an aircraft?\nA) A food stand\nB) A barrier about 3 meters from the nose* \nC) An open area for personnel"", ""question"": ""What must be established around the nose of an aircraft?"", ""options"": [""A food stand"", ""A barrier about 3 meters from the nose"", ""An open area for personnel""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.01"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,,,What should NOT be happening during weather radar testing?,No people must be near,Fuelling operations should not be in progress,Maintenance checks should be ongoing,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should NOT be happening during weather radar testing?\nA) No people must be near \nB) Fuelling operations should not be in progress* \nC) Maintenance checks should be ongoing\nWorkshop Practices\nParagraph 1: Hand Skills in Engineering"", ""question"": ""What should NOT be happening during weather radar testing?"", ""options"": [""No people must be near"", ""Fuelling operations should not be in progress"", ""Maintenance checks should be ongoing""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""MEDIUM""}"
M7,,,What is still required despite advances in mechanization?,High hand skills,Fewer hand skills,More automation,,A,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is still required despite advances in mechanization?\nA) High hand skills* \nB) Fewer hand skills\nC) More automation"", ""question"": ""What is still required despite advances in mechanization?"", ""options"": [""High hand skills"", ""Fewer hand skills"", ""More automation""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""MEDIUM""}"
M7,M7.07.03,,Who is responsible for maintaining personal tools?,Engineers,The team leader,The HR department,,A,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Who is responsible for maintaining personal tools?\nA) Engineers* \nB) The team leader \nC) The HR department\nParagraph 2: Tool Management"", ""question"": ""Who is responsible for maintaining personal tools?"", ""options"": [""Engineers"", ""The team leader"", ""The HR department""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.03,,What should engineers ensure regarding tools?,They are left in the aircraft,They are not left in aircraft or components,They are used by anyone,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should engineers ensure regarding tools?\nA) They are left in the aircraft \nB) They are not left in aircraft or components* \nC) They are used by anyone"", ""question"": ""What should engineers ensure regarding tools?"", ""options"": [""They are left in the aircraft"", ""They are not left in aircraft or components"", ""They are used by anyone""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.07.09,,What is particularly important for precision instruments?,General storage,Care in storage and use,Cost-effectiveness,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is particularly important for precision instruments?\nA) General storage\nB) Care in storage and use* \nC) Cost-effectiveness\nParagraph 3: Control of Tools"", ""question"": ""What is particularly important for precision instruments?"", ""options"": [""General storage"", ""Care in storage and use"", ""Cost-effectiveness""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.09"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.03,,What is vital for flight safety?,Control of tools,No need for checks,Allowing anyone to use tools,,A,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is vital for flight safety?\nA) Control of tools* \nB) No need for checks\nC) Allowing anyone to use tools"", ""question"": ""What is vital for flight safety?"", ""options"": [""Control of tools"", ""No need for checks"", ""Allowing anyone to use tools""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.07.03,,What is required for an acceptable tool control system?,A random check,A 100% check of tools in use,A supervisor’s verification,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is required for an acceptable tool control system?\nA) A random check\nB) A 100% check of tools in use* \nC) A supervisor’s verification\nParagraph 4: Shadow Board System"", ""question"": ""What is required for an acceptable tool control system?"", ""options"": [""A random check"", ""A 100% check of tools in use"", ""A supervisor’s verification""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,What does the 'Shadow Board' system help with?,Cost control,Tool identification,Employee organization,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What does the 'Shadow Board' system help with?\nA) Cost control \nB) Tool identification* \nC) Employee organization"", ""question"": ""What does the 'Shadow Board' system help with?"", ""options"": [""Cost control"", ""Tool identification"", ""Employee organization""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.07.03,,What is exchanged within the shadow board system?,Equipment manuals,Identification tokens for tools,Price lists,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is exchanged within the shadow board system?\nA) Equipment manuals \nB) Identification tokens for tools* \nC) Price lists\nParagraph 5: Special Tools"", ""question"": ""What is exchanged within the shadow board system?"", ""options"": [""Equipment manuals"", ""Identification tokens for tools"", ""Price lists""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""EASY""}"
